"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0348,-0.0152
"2","PM",0.1,0.0552,-0.0448
"3","PM",0.25,0.144,-0.106
"4","PM",0.75,0.7432,-0.0068
"5","PM",0.9,0.9712,0.0712
"6","PM",0.95,0.9844,0.0344
"7","CB",0.05,0.0884,0.0384
"8","CB",0.1,0.1268,0.0268
"9","CB",0.25,0.24,-0.01
"10","CB",0.75,0.6924,-0.0576
"11","CB",0.9,0.9364,0.0364
"12","CB",0.95,0.9596,0.0096
"13","GR",0.05,0.0988,0.0488
"14","GR",0.1,0.138,0.038
"15","GR",0.25,0.2332,-0.0168
"16","GR",0.75,0.674,-0.076
"17","GR",0.9,0.9412,0.0412
"18","GR",0.95,0.964399999999999,0.0144
"19","ML",0.05,0.208,0.158
"20","ML",0.1,0.2516,0.1516
"21","ML",0.25,0.3464,0.0964
"22","ML",0.75,0.6196,-0.1304
"23","ML",0.9,0.850800000000001,-0.0492
"24","ML",0.95,0.884,-0.066
