"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0424,-0.0076
"2","PM",0.1,0.0748,-0.0252
"3","PM",0.25,0.1612,-0.0888
"4","PM",0.75,0.6724,-0.0776
"5","PM",0.9,0.9736,0.0736
"6","PM",0.95,0.9928,0.0428
"7","CB",0.05,0.1716,0.1216
"8","CB",0.1,0.2064,0.1064
"9","CB",0.25,0.2848,0.0348
"10","CB",0.75,0.5924,-0.1576
"11","CB",0.9,0.8848,-0.0152
"12","CB",0.95,0.9204,-0.0296
"13","GR",0.05,0.138,0.088
"14","GR",0.1,0.1768,0.0768
"15","GR",0.25,0.2636,0.0136
"16","GR",0.75,0.6108,-0.1392
"17","GR",0.9,0.9048,0.0048
"18","GR",0.95,0.936,-0.014
"19","ML",0.05,0.3412,0.2912
"20","ML",0.1,0.366,0.266
"21","ML",0.25,0.4048,0.1548
"22","ML",0.75,0.5292,-0.2208
"23","ML",0.9,0.6908,-0.2092
"24","ML",0.95,0.7204,-0.2296
