"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,4e-04,0.0032
"[-5.76,-5.52)",0,0,0,0.0084
"[-5.52,-5.28)",0,0.0016,4e-04,0.012
"[-5.28,-5.04)",0,4e-04,0.0012,0.0108
"[-5.04,-4.8)",0,0,0.0012,0.008
"[-4.8,-4.56)",4e-04,4e-04,0.0012,0.0084
"[-4.56,-4.32)",0,4e-04,4e-04,0.0084
"[-4.32,-4.08)",0,0,8e-04,0.0176
"[-4.08,-3.84)",0,0.002,0.0028,0.012
"[-3.84,-3.6)",0,0.0028,0.002,0.0136
"[-3.6,-3.36)",8e-04,0.0036,0.0032,0.0184
"[-3.36,-3.12)",4e-04,0.0052,0.004,0.0144
"[-3.12,-2.88)",8e-04,0.0052,0.0036,0.0168
"[-2.88,-2.64)",0.0012,0.0072,0.0048,0.0192
"[-2.64,-2.4)",4e-04,0.0132,0.0104,0.0244
"[-2.4,-2.16)",0.002,0.0148,0.0088,0.0204
"[-2.16,-1.92)",0.0024,0.0208,0.0176,0.0204
"[-1.92,-1.68)",0.0052,0.0288,0.0192,0.0248
"[-1.68,-1.44)",0.0104,0.028,0.0268,0.0228
"[-1.44,-1.2)",0.0204,0.0408,0.0376,0.0228
"[-1.2,-0.96)",0.0508,0.0464,0.0452,0.03
"[-0.96,-0.72)",0.0556,0.0528,0.0592,0.0248
"[-0.72,-0.48)",0.0896,0.0612,0.0688,0.0276
"[-0.48,-0.24)",0.1224,0.0692,0.0768,0.0268
"[-0.24,0)",0.114,0.0688,0.0832,0.028
"[0,0.24)",0.1284,0.0708,0.0832,0.0304
"[0.24,0.48)",0.1176,0.0808,0.0796,0.03
"[0.48,0.72)",0.0804,0.0728,0.0736,0.0328
"[0.72,0.96)",0.0716,0.0556,0.0604,0.0292
"[0.96,1.2)",0.0424,0.0524,0.0528,0.0272
"[1.2,1.44)",0.0312,0.0404,0.0412,0.0288
"[1.44,1.68)",0.024,0.0356,0.0324,0.028
"[1.68,1.92)",0.0172,0.0264,0.0252,0.0216
"[1.92,2.16)",0.0032,0.0204,0.0136,0.0244
"[2.16,2.4)",0.0016,0.0168,0.0124,0.0224
"[2.4,2.64)",0.002,0.0148,0.012,0.0204
"[2.64,2.88)",0.0012,0.0092,0.0072,0.018
"[2.88,3.12)",0.0012,0.006,0.0064,0.0208
"[3.12,3.36)",4e-04,0.0096,0.0044,0.018
"[3.36,3.6)",4e-04,0.002,0.0024,0.0152
"[3.6,3.84)",0,0.0016,0.0032,0.0164
"[3.84,4.08)",4e-04,0.0028,0.0028,0.0176
"[4.08,4.32)",0,0.0016,4e-04,0.0156
"[4.32,4.56)",0,0.0012,0.0012,0.0156
"[4.56,4.8)",0,8e-04,0.0016,0.0092
"[4.8,5.04)",0,8e-04,0.0012,0.0096
"[5.04,5.28)",0,4e-04,4e-04,0.0076
"[5.28,5.52)",0,0.0012,8e-04,0.0068
"[5.52,5.76)",0,4e-04,4e-04,0.0048
"[5.76,6)",0,4e-04,0,0.0056
