"","SSEL_PM","SSEL_CB","SSEL_GR","SSEL_ML","WSSEL_PM","WSSEL_CB","WSSEL_GR","WSSEL_ML"
"1",1.84260475913982,5.12640698030422,4.83446729802245,15.8920978299245,46.0651189784954,128.160174507605,120.861682450561,397.302445748113
"2",1.51050887313815,2.21878128896477,2.00817936926279,8.49557236289019,37.7627218284537,55.4695322241193,50.2044842315699,212.389309072255
"3",1.37976717509416,1.98538079465591,1.82134680194157,10.3503009286034,34.4941793773539,49.6345198663976,45.5336700485392,258.757523215086
"4",1.35646332031457,2.06540742553245,1.7080718083892,10.7490966153099,33.9115830078643,51.6351856383113,42.70179520973,268.727415382748
"5",1.31306062205916,1.50912154456674,1.41949268846333,6.76136347848151,32.826515551479,37.7280386141685,35.4873172115831,169.034086962038
"6",1.1629650312702,1.48231404514553,1.56612248091416,7.80089015902634,29.0741257817549,37.0578511286382,39.1530620228539,195.022253975658
"7",2.1294169009791,3.96908084241288,3.70193628599525,13.2293095112795,53.2354225244774,99.227021060322,92.5484071498812,330.732737781987
"8",1.36131417953248,1.29853014530414,1.3534856123629,8.98521727506356,34.0328544883119,32.4632536326035,33.8371403090726,224.630431876589
"9",1.25057896291123,1.10628086090463,1.13157655135157,7.27401710408448,31.2644740727808,27.6570215226158,28.2894137837891,181.850427602112
"10",1.0993989452447,1.41600438365133,1.30519058098046,5.61051974198904,27.4849736311174,35.4001095912833,32.6297645245116,140.262993549726
"11",1.03631174161173,1.51141621909727,1.26907066751216,9.86365064244062,25.9077935402932,37.7854054774318,31.726766687804,246.591266061016
"12",1.68009547335078,2.04838367616162,1.86478501957693,8.72682096062864,42.0023868337694,51.2095919040406,46.6196254894233,218.170524015716
"13",1.58202451297057,2.13852996614407,2.19167242183952,10.8622797955853,39.5506128242643,53.4632491536017,54.791810545988,271.556994889632
"14",1.71058718327196,1.79029868884278,1.74035420655333,10.0317411062815,42.764679581799,44.7574672210695,43.5088551638332,250.793527657037
"15",0.925093915286203,1.49129651651058,1.47342104435937,7.67014040082081,23.1273478821551,37.2824129127646,36.8355261089843,191.75351002052
"16",1.40202174671329,1.86540795543633,1.89714415012391,11.6840401553572,35.0505436678322,46.6351988859083,47.4286037530978,292.10100388393
"17",0.656584377318675,0.950115346833131,0.769634723381372,7.01552339612273,16.4146094329669,23.7528836708283,19.2408680845343,175.388084903068
"18",1.3460308970209,2.75586320056389,2.92514857751587,11.2729455634475,33.6507724255226,68.8965800140971,73.1287144378967,281.823639086187
