"","quantity","estimator","value"
"1","mean","PM",0.0261953678364081
"2","mean","CB",0.0261953678364081
"3","mean","GR",0.026061185979396
"4","mean","ML",0.00400835034531302
"5","var","PM",0.320766578967135
"6","var","CB",2.13455674991063
"7","var","GR",2.07278442183329
"8","var","ML",16.2176652018733
"9","var","true",1.05107468008927
"10","SSEL","PM",1.30563062241429
"11","SSEL","CB",2.47256560433966
"12","SSEL","GR",2.44088045083795
"13","SSEL","ML",15.3118825065006
"14","WSSEL","PM",65.2815311207143
"15","WSSEL","CB",123.628280216983
"16","WSSEL","GR",122.044022541898
"17","WSSEL","ML",765.594125325029
"18","ISEL","PM",0.170726322370035
"19","ISEL","CB",0.12436549812235
"20","ISEL","GR",0.112392776616962
"21","ISEL","ML",0.418177663179848
"22","SELrank","PM",0.113319646289888
"23","SELrank","CB",0.113319646289888
"24","SELrank","GR",0.113388081507113
"25","SELrank","ML",0.120832141484045
