"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0274,-0.0226
"2","PM",0.1,0.0626,-0.0374
"3","PM",0.25,0.184,-0.066
"4","PM",0.75,0.74,-0.01
"5","PM",0.9,0.9368,0.0368
"6","PM",0.95,0.974,0.024
"7","CB",0.05,0.0614,0.0114
"8","CB",0.1,0.1108,0.0108
"9","CB",0.25,0.2526,0.0026
"10","CB",0.75,0.7224,-0.0276
"11","CB",0.9,0.9024,0.0024
"12","CB",0.95,0.939999999999999,-0.01
"13","GR",0.05,0.0683999999999999,0.0184
"14","GR",0.1,0.116,0.016
"15","GR",0.25,0.2532,0.0032
"16","GR",0.75,0.7084,-0.0416
"17","GR",0.9,0.9104,0.0104
"18","GR",0.95,0.9566,0.0066
"19","ML",0.05,0.1354,0.0854
"20","ML",0.1,0.185,0.085
"21","ML",0.25,0.3042,0.0542
"22","ML",0.75,0.6678,-0.0822
"23","ML",0.9,0.8772,-0.0228
"24","ML",0.95,0.919,-0.031
