"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0476,-0.0024
"2","PM",0.1,0.0972,-0.0028
"3","PM",0.25,0.2296,-0.0204
"4","PM",0.75,0.7476,-0.0024
"5","PM",0.9,0.9232,0.0232
"6","PM",0.95,0.9592,0.0092
"7","CB",0.05,0.0632,0.0132
"8","CB",0.1,0.1112,0.0112
"9","CB",0.25,0.2432,-0.0068
"10","CB",0.75,0.7412,-0.0088
"11","CB",0.9,0.9152,0.0152
"12","CB",0.95,0.9512,0.0012
"13","GR",0.05,0.0684000000000001,0.0184
"14","GR",0.1,0.1164,0.0164
"15","GR",0.25,0.2492,-8e-04
"16","GR",0.75,0.7288,-0.0212
"17","GR",0.9,0.9188,0.0188
"18","GR",0.95,0.956,0.006
"19","ML",0.05,0.0788000000000001,0.0288
"20","ML",0.1,0.128,0.028
"21","ML",0.25,0.2608,0.0108
"22","ML",0.75,0.7288,-0.0212
"23","ML",0.9,0.906400000000001,0.0064
"24","ML",0.95,0.9452,-0.0048
