"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0.0048
"[-5.76,-5.52)",0,4e-04,4e-04,0.006
"[-5.52,-5.28)",0,4e-04,8e-04,0.0084
"[-5.28,-5.04)",0,0,0,0.0056
"[-5.04,-4.8)",0,4e-04,4e-04,0.0064
"[-4.8,-4.56)",0,0,8e-04,0.0088
"[-4.56,-4.32)",4e-04,4e-04,0,0.0104
"[-4.32,-4.08)",0,0.0016,4e-04,0.008
"[-4.08,-3.84)",4e-04,0.0016,0.0016,0.0088
"[-3.84,-3.6)",4e-04,4e-04,0.0016,0.01
"[-3.6,-3.36)",4e-04,0.002,0.0036,0.0124
"[-3.36,-3.12)",0,0.0024,0.0016,0.012
"[-3.12,-2.88)",8e-04,0.0028,0.0032,0.0124
"[-2.88,-2.64)",0,0.0064,0.0044,0.0164
"[-2.64,-2.4)",0.0024,0.0052,0.0068,0.0188
"[-2.4,-2.16)",0.0012,0.0088,0.0064,0.0172
"[-2.16,-1.92)",4e-04,0.0144,0.014,0.0196
"[-1.92,-1.68)",0.0044,0.0188,0.018,0.0252
"[-1.68,-1.44)",0.0056,0.0264,0.0212,0.022
"[-1.44,-1.2)",0.0232,0.0412,0.034,0.028
"[-1.2,-0.96)",0.0284,0.0484,0.0496,0.0308
"[-0.96,-0.72)",0.0504,0.0656,0.062,0.0372
"[-0.72,-0.48)",0.0996,0.0848,0.0832,0.0268
"[-0.48,-0.24)",0.1676,0.0844,0.1004,0.0272
"[-0.24,0)",0.1612,0.0984,0.1068,0.0388
"[0,0.24)",0.1316,0.1068,0.1044,0.0336
"[0.24,0.48)",0.1324,0.0848,0.09,0.0272
"[0.48,0.72)",0.0884,0.0692,0.0764,0.024
"[0.72,0.96)",0.0408,0.056,0.058,0.0316
"[0.96,1.2)",0.03,0.0488,0.0424,0.0256
"[1.2,1.44)",0.0128,0.0296,0.0288,0.0256
"[1.44,1.68)",0.0064,0.0264,0.0216,0.0244
"[1.68,1.92)",0.0036,0.0136,0.0144,0.0184
"[1.92,2.16)",0.0024,0.0116,0.01,0.0192
"[2.16,2.4)",0.0012,0.01,0.008,0.0164
"[2.4,2.64)",8e-04,0.0052,0.0056,0.0216
"[2.64,2.88)",4e-04,0.006,0.0032,0.0148
"[2.88,3.12)",4e-04,0.0016,0.0044,0.0176
"[3.12,3.36)",8e-04,0.004,0.0016,0.0152
"[3.36,3.6)",8e-04,8e-04,0.0032,0.0112
"[3.6,3.84)",0,8e-04,0.0016,0.0084
"[3.84,4.08)",0,0.002,0.0016,0.0084
"[4.08,4.32)",0,4e-04,4e-04,0.0112
"[4.32,4.56)",0,4e-04,8e-04,0.0092
"[4.56,4.8)",0,0.002,8e-04,0.0116
"[4.8,5.04)",4e-04,4e-04,4e-04,0.008
"[5.04,5.28)",0,4e-04,0,0.0088
"[5.28,5.52)",0,8e-04,0,0.0044
"[5.52,5.76)",0,0,0,0.006
"[5.76,6)",0,0,4e-04,0.0072
