"","quantity","estimator","value"
"1","mean","PM",-0.042203055491082
"2","mean","CB",-0.042203055491082
"3","mean","GR",-0.0421688713113174
"4","mean","ML",0.111081440398268
"5","var","PM",0.202703954503709
"6","var","CB",1.30369172474339
"7","var","GR",1.11880726227764
"8","var","ML",25.7892452671032
"9","var","true",1.0027781538569
"10","SSEL","PM",1.15838473000037
"11","SSEL","CB",1.69074615190726
"12","SSEL","GR",1.59585454935427
"13","SSEL","ML",24.5889018808503
"14","WSSEL","PM",28.9596182500092
"15","WSSEL","CB",42.2686537976814
"16","WSSEL","GR",39.8963637338568
"17","WSSEL","ML",614.722547021259
"18","ISEL","PM",0.228139692705191
"19","ISEL","CB",0.113660963299214
"20","ISEL","GR",0.110066146448874
"21","ISEL","ML",0.513268472842546
"22","SELrank","PM",0.101365680473373
"23","SELrank","CB",0.101365680473373
"24","SELrank","GR",0.102481656804734
"25","SELrank","ML",0.114323076923077
