"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.004
"[-5.76,-5.52)",0,0,0,0.0056
"[-5.52,-5.28)",0,4e-04,0,0.004
"[-5.28,-5.04)",0,0,0,0.0072
"[-5.04,-4.8)",0,0,0,0.0052
"[-4.8,-4.56)",0,4e-04,4e-04,0.0096
"[-4.56,-4.32)",0,8e-04,4e-04,0.0092
"[-4.32,-4.08)",0,0.0024,0.0012,0.0064
"[-4.08,-3.84)",0,0.002,4e-04,0.006
"[-3.84,-3.6)",0,0.0024,0.0032,0.0096
"[-3.6,-3.36)",0,0.0048,0.0036,0.0108
"[-3.36,-3.12)",0,0.0044,0.0048,0.0144
"[-3.12,-2.88)",4e-04,0.0052,0.008,0.0144
"[-2.88,-2.64)",0,0.0096,0.0104,0.016
"[-2.64,-2.4)",0.0012,0.0108,0.0084,0.0184
"[-2.4,-2.16)",0.0012,0.0172,0.0152,0.0216
"[-2.16,-1.92)",0.0016,0.0192,0.02,0.0236
"[-1.92,-1.68)",0.008,0.0232,0.0272,0.0216
"[-1.68,-1.44)",0.0124,0.0324,0.0296,0.026
"[-1.44,-1.2)",0.0268,0.042,0.0404,0.0284
"[-1.2,-0.96)",0.0408,0.052,0.0492,0.0256
"[-0.96,-0.72)",0.0612,0.056,0.0608,0.0304
"[-0.72,-0.48)",0.1032,0.0668,0.0692,0.0308
"[-0.48,-0.24)",0.114,0.074,0.0752,0.038
"[-0.24,0)",0.1228,0.0724,0.0796,0.0304
"[0,0.24)",0.1392,0.0768,0.0788,0.0348
"[0.24,0.48)",0.1104,0.08,0.0716,0.0324
"[0.48,0.72)",0.108,0.066,0.0668,0.036
"[0.72,0.96)",0.0608,0.0592,0.0556,0.0304
"[0.96,1.2)",0.0324,0.0468,0.0436,0.0256
"[1.2,1.44)",0.0204,0.038,0.0392,0.0216
"[1.44,1.68)",0.01,0.0276,0.0284,0.0248
"[1.68,1.92)",0.0104,0.0224,0.0252,0.024
"[1.92,2.16)",0.0056,0.02,0.0204,0.0216
"[2.16,2.4)",0.0052,0.0108,0.0148,0.0124
"[2.4,2.64)",0.0016,0.0132,0.0112,0.0172
"[2.64,2.88)",4e-04,0.0084,0.0076,0.0164
"[2.88,3.12)",0,0.0076,0.0092,0.0164
"[3.12,3.36)",0,0.0064,0.0056,0.0116
"[3.36,3.6)",8e-04,0.0044,0.0028,0.0128
"[3.6,3.84)",0,0.0028,0.0032,0.0108
"[3.84,4.08)",4e-04,0.0016,0.0044,0.0108
"[4.08,4.32)",4e-04,0.0012,8e-04,0.0052
"[4.32,4.56)",0,0.002,4e-04,0.0112
"[4.56,4.8)",0,0.0016,8e-04,0.0088
"[4.8,5.04)",0,0.0012,0.0012,0.0084
"[5.04,5.28)",0,0.0012,0,0.0064
"[5.28,5.52)",0,0,4e-04,0.0064
"[5.52,5.76)",0,0,0,0.006
"[5.76,6)",0,0,0,0.0052
