"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.046,-0.004
"2","PM",0.1,0.0756,-0.0244
"3","PM",0.25,0.1684,-0.0816
"4","PM",0.75,0.7,-0.05
"5","PM",0.9,0.9756,0.0756
"6","PM",0.95,0.9876,0.0376
"7","CB",0.05,0.1728,0.1228
"8","CB",0.1,0.2132,0.1132
"9","CB",0.25,0.294,0.044
"10","CB",0.75,0.622,-0.128
"11","CB",0.9,0.8936,-0.0064
"12","CB",0.95,0.9276,-0.0224
"13","GR",0.05,0.1656,0.1156
"14","GR",0.1,0.2068,0.1068
"15","GR",0.25,0.2932,0.0432
"16","GR",0.75,0.6264,-0.1236
"17","GR",0.9,0.894,-0.006
"18","GR",0.95,0.9284,-0.0216
"19","ML",0.05,0.3356,0.2856
"20","ML",0.1,0.3568,0.2568
"21","ML",0.25,0.4028,0.1528
"22","ML",0.75,0.55,-0.2
"23","ML",0.9,0.7044,-0.1956
"24","ML",0.95,0.7384,-0.2116
