"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0068
"[-5.76,-5.52)",4e-04,4e-04,4e-04,0.0052
"[-5.52,-5.28)",0,8e-04,4e-04,0.0092
"[-5.28,-5.04)",0,4e-04,0,0.008
"[-5.04,-4.8)",0,4e-04,0.0016,0.0112
"[-4.8,-4.56)",0,8e-04,8e-04,0.0088
"[-4.56,-4.32)",0,0,0.0024,0.0108
"[-4.32,-4.08)",4e-04,0.0016,4e-04,0.0084
"[-4.08,-3.84)",0,0.0012,0.0024,0.0128
"[-3.84,-3.6)",4e-04,4e-04,8e-04,0.0184
"[-3.6,-3.36)",4e-04,0.0024,0.0036,0.018
"[-3.36,-3.12)",4e-04,0.0044,0.0036,0.0208
"[-3.12,-2.88)",0,0.0064,0.0072,0.0156
"[-2.88,-2.64)",4e-04,0.0092,0.0052,0.0192
"[-2.64,-2.4)",0.0012,0.0124,0.0104,0.02
"[-2.4,-2.16)",0.0012,0.0164,0.0132,0.0288
"[-2.16,-1.92)",0.008,0.0212,0.0152,0.0212
"[-1.92,-1.68)",0.012,0.0252,0.0244,0.024
"[-1.68,-1.44)",0.0192,0.0408,0.0248,0.0264
"[-1.44,-1.2)",0.0304,0.044,0.0412,0.0308
"[-1.2,-0.96)",0.0276,0.0464,0.0484,0.0316
"[-0.96,-0.72)",0.0408,0.058,0.0628,0.03
"[-0.72,-0.48)",0.0904,0.066,0.0708,0.026
"[-0.48,-0.24)",0.136,0.0648,0.0804,0.0348
"[-0.24,0)",0.1696,0.0812,0.0888,0.0252
"[0,0.24)",0.1332,0.078,0.084,0.0316
"[0.24,0.48)",0.1008,0.0728,0.0768,0.026
"[0.48,0.72)",0.056,0.0628,0.0688,0.0316
"[0.72,0.96)",0.0712,0.058,0.0592,0.0336
"[0.96,1.2)",0.0396,0.0508,0.0448,0.0236
"[1.2,1.44)",0.012,0.0372,0.0396,0.0256
"[1.44,1.68)",0.0124,0.0344,0.0284,0.0252
"[1.68,1.92)",0.022,0.0224,0.02,0.028
"[1.92,2.16)",0.004,0.0212,0.0164,0.0228
"[2.16,2.4)",0.002,0.0148,0.0128,0.0164
"[2.4,2.64)",0.002,0.0124,0.0088,0.0196
"[2.64,2.88)",0.0016,0.006,0.008,0.02
"[2.88,3.12)",0,0.0064,0.004,0.0184
"[3.12,3.36)",0.0016,0.0028,0.004,0.0164
"[3.36,3.6)",0.0012,8e-04,0.002,0.0184
"[3.6,3.84)",4e-04,0.0024,0.0028,0.0188
"[3.84,4.08)",8e-04,0.002,0.0012,0.0136
"[4.08,4.32)",0,0.0016,0.0016,0.0108
"[4.32,4.56)",0,8e-04,0.0012,0.0112
"[4.56,4.8)",0,0.0012,8e-04,0.0096
"[4.8,5.04)",0,0.0012,0.0016,0.008
"[5.04,5.28)",4e-04,0.0012,8e-04,0.0116
"[5.28,5.52)",0,8e-04,8e-04,0.008
"[5.52,5.76)",0,8e-04,0,0.006
"[5.76,6)",0,0,0,0.006
