"","quantity","estimator","value"
"1","mean","PM",-0.011262845067753
"2","mean","CB",-0.011262845067753
"3","mean","GR",-0.0111093561610422
"4","mean","ML",-0.00977191036701827
"5","var","PM",0.253060764872568
"6","var","CB",1.68504574816179
"7","var","GR",1.51840813849331
"8","var","ML",10.9814740444914
"9","var","true",1.00814496436626
"10","SSEL","PM",1.43664046005357
"11","SSEL","CB",2.32345446764063
"12","SSEL","GR",2.21228465878482
"13","SSEL","ML",10.0964771648272
"14","WSSEL","PM",35.9160115013393
"15","WSSEL","CB",58.0863616910158
"16","WSSEL","GR",55.3071164696206
"17","WSSEL","ML",252.41192912068
"18","ISEL","PM",0.286878472975136
"19","ISEL","CB",0.152217022847929
"20","ISEL","GR",0.147711904094459
"21","ISEL","ML",0.408520813516199
"22","SELrank","PM",0.115802366863905
"23","SELrank","CB",0.115802366863905
"24","SELrank","GR",0.11665798816568
"25","SELrank","ML",0.116320710059172
