"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0716,0.0216
"2","PM",0.1,0.0924,-0.0076
"3","PM",0.25,0.1532,-0.0968
"4","PM",0.75,0.7352,-0.0148
"5","PM",0.9,0.966,0.066
"6","PM",0.95,0.988,0.038
"7","CB",0.05,0.1812,0.1312
"8","CB",0.1,0.2196,0.1196
"9","CB",0.25,0.304,0.054
"10","CB",0.75,0.6248,-0.1252
"11","CB",0.9,0.9016,0.0016
"12","CB",0.95,0.9328,-0.0172
"13","GR",0.05,0.15,0.1
"14","GR",0.1,0.1916,0.0916
"15","GR",0.25,0.278,0.028
"16","GR",0.75,0.6396,-0.1104
"17","GR",0.9,0.9128,0.0128
"18","GR",0.95,0.942,-0.008
"19","ML",0.05,0.3536,0.3036
"20","ML",0.1,0.3808,0.2808
"21","ML",0.25,0.4216,0.1716
"22","ML",0.75,0.5528,-0.1972
"23","ML",0.9,0.7048,-0.1952
"24","ML",0.95,0.7436,-0.2064
