"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0448,-0.0052
"2","PM",0.1,0.0919999999999999,-0.008
"3","PM",0.25,0.2394,-0.0106
"4","PM",0.75,0.7586,0.0086
"5","PM",0.9,0.9132,0.0132
"6","PM",0.95,0.9584,0.0084
"7","CB",0.05,0.0496,-4e-04
"8","CB",0.1,0.1014,0.0014
"9","CB",0.25,0.2504,4e-04
"10","CB",0.75,0.748,-0.002
"11","CB",0.9,0.9034,0.0034
"12","CB",0.95,0.952,0.002
"13","GR",0.05,0.0496,-4e-04
"14","GR",0.1,0.104,0.004
"15","GR",0.25,0.2558,0.0058
"16","GR",0.75,0.7432,-0.0068
"17","GR",0.9,0.8986,-0.0014
"18","GR",0.95,0.952,0.002
"19","ML",0.05,0.056,0.006
"20","ML",0.1,0.1098,0.0098
"21","ML",0.25,0.2596,0.0096
"22","ML",0.75,0.739,-0.011
"23","ML",0.9,0.8918,-0.0082
"24","ML",0.95,0.944799999999999,-0.0052
