"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,2e-04
"[-5.28,-5.04)",2e-04,2e-04,2e-04,0
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,4e-04,0,0
"[-4.56,-4.32)",4e-04,0,4e-04,4e-04
"[-4.32,-4.08)",0,6e-04,0,6e-04
"[-4.08,-3.84)",8e-04,6e-04,8e-04,0.001
"[-3.84,-3.6)",6e-04,0.0014,6e-04,0.0012
"[-3.6,-3.36)",0.0014,0.0016,0.0014,0.0016
"[-3.36,-3.12)",0.0018,0.001,0.0018,0.0016
"[-3.12,-2.88)",0.0016,0.0022,0.0024,0.0026
"[-2.88,-2.64)",0.0032,0.0038,0.0026,0.0038
"[-2.64,-2.4)",0.0034,0.0036,0.004,0.0038
"[-2.4,-2.16)",0.0046,0.0056,0.0052,0.0058
"[-2.16,-1.92)",0.006,0.006,0.0074,0.0086
"[-1.92,-1.68)",0.0114,0.0144,0.0138,0.015
"[-1.68,-1.44)",0.0176,0.0164,0.021,0.0208
"[-1.44,-1.2)",0.0296,0.0344,0.031,0.0328
"[-1.2,-0.96)",0.043,0.0456,0.0466,0.0476
"[-0.96,-0.72)",0.0612,0.0596,0.0644,0.063
"[-0.72,-0.48)",0.0818,0.0802,0.0832,0.078
"[-0.48,-0.24)",0.112,0.1074,0.101,0.1016
"[-0.24,0)",0.1212,0.1148,0.1126,0.1092
"[0,0.24)",0.1142,0.1114,0.1108,0.107
"[0.24,0.48)",0.112,0.1058,0.1008,0.1026
"[0.48,0.72)",0.0866,0.0848,0.0854,0.0812
"[0.72,0.96)",0.062,0.0624,0.0636,0.0622
"[0.96,1.2)",0.043,0.0478,0.0466,0.0508
"[1.2,1.44)",0.0278,0.0284,0.034,0.031
"[1.44,1.68)",0.019,0.0202,0.019,0.02
"[1.68,1.92)",0.013,0.0144,0.0146,0.015
"[1.92,2.16)",0.0056,0.0072,0.0086,0.0104
"[2.16,2.4)",0.0044,0.0052,0.0054,0.0054
"[2.4,2.64)",0.0024,0.003,0.0022,0.0044
"[2.64,2.88)",0.0022,0.0028,0.0026,0.0022
"[2.88,3.12)",0.0022,0.0022,0.002,0.0022
"[3.12,3.36)",8e-04,0.0012,0.0012,0.002
"[3.36,3.6)",8e-04,8e-04,4e-04,8e-04
"[3.6,3.84)",4e-04,6e-04,6e-04,8e-04
"[3.84,4.08)",8e-04,4e-04,8e-04,6e-04
"[4.08,4.32)",4e-04,8e-04,2e-04,2e-04
"[4.32,4.56)",0,2e-04,2e-04,8e-04
"[4.56,4.8)",0,0,0,2e-04
"[4.8,5.04)",2e-04,0,2e-04,0
"[5.04,5.28)",0,2e-04,0,0
"[5.28,5.52)",0,0,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
