"","quantity","estimator","value"
"1","mean","PM",-0.00761775712946942
"2","mean","CB",-0.00761775712946942
"3","mean","GR",-0.00762391946605628
"4","mean","ML",-0.0077786301789429
"5","var","PM",0.879642534220569
"6","var","CB",0.970071917571855
"7","var","GR",0.959763115265716
"8","var","ML",1.06973373089837
"9","var","true",0.974070303320779
"10","SSEL","PM",0.0904452865110196
"11","SSEL","CB",0.0922442935552222
"12","SSEL","GR",0.0991834595037194
"13","SSEL","ML",0.0992372435827993
"14","WSSEL","PM",4.52226432555098
"15","WSSEL","CB",4.61221467776111
"16","WSSEL","GR",4.95917297518597
"17","WSSEL","ML",4.96186217913996
"18","ISEL","PM",0.00551497299235465
"19","ISEL","CB",0.00530269573471944
"20","ISEL","GR",0.0040471301690939
"21","ISEL","ML",0.0058137571276974
"22","SELrank","PM",0.01239846212995
"23","SELrank","CB",0.01239846212995
"24","SELrank","GR",0.0124069204152249
"25","SELrank","ML",0.0124135332564398
