"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0112,-0.0388
"2","PM",0.1,0.0222,-0.0778
"3","PM",0.25,0.0602,-0.1898
"4","PM",0.75,0.785,0.035
"5","PM",0.9,0.9944,0.0944
"6","PM",0.95,0.9968,0.0468
"7","CB",0.05,0.0783999999999999,0.0284
"8","CB",0.1,0.111,0.011
"9","CB",0.25,0.195,-0.055
"10","CB",0.75,0.6826,-0.0674
"11","CB",0.9,0.956,0.056
"12","CB",0.95,0.9742,0.0242
"13","GR",0.05,0.0711999999999999,0.0212
"14","GR",0.1,0.0997999999999999,-2e-04
"15","GR",0.25,0.1814,-0.0686
"16","GR",0.75,0.6904,-0.0596
"17","GR",0.9,0.9616,0.0616
"18","GR",0.95,0.9758,0.0258
"19","ML",0.05,0.3474,0.2974
"20","ML",0.1,0.372,0.272
"21","ML",0.25,0.4174,0.1674
"22","ML",0.75,0.5568,-0.1932
"23","ML",0.9,0.704,-0.196
"24","ML",0.95,0.7388,-0.2112
