"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.004
"[-5.76,-5.52)",0,0,0,0.0068
"[-5.52,-5.28)",0,0,0,0.0062
"[-5.28,-5.04)",0,0,0,0.008
"[-5.04,-4.8)",0,6e-04,2e-04,0.0086
"[-4.8,-4.56)",0,4e-04,0,0.006
"[-4.56,-4.32)",0,2e-04,0.001,0.0104
"[-4.32,-4.08)",0,2e-04,2e-04,0.0086
"[-4.08,-3.84)",0,2e-04,2e-04,0.0102
"[-3.84,-3.6)",0,6e-04,2e-04,0.0136
"[-3.6,-3.36)",0,0.0016,0.0026,0.018
"[-3.36,-3.12)",0,0.0016,0.001,0.017
"[-3.12,-2.88)",6e-04,0.0024,0.0018,0.0176
"[-2.88,-2.64)",0,0.002,0.0024,0.0166
"[-2.64,-2.4)",4e-04,0.003,0.0046,0.0188
"[-2.4,-2.16)",4e-04,0.004,0.0044,0.0222
"[-2.16,-1.92)",0.001,0.0092,0.0072,0.0224
"[-1.92,-1.68)",0.0012,0.0106,0.011,0.0244
"[-1.68,-1.44)",0.0016,0.0172,0.0134,0.0262
"[-1.44,-1.2)",0.0086,0.0292,0.0252,0.0298
"[-1.2,-0.96)",0.0124,0.043,0.0378,0.0284
"[-0.96,-0.72)",0.0264,0.0598,0.0578,0.0338
"[-0.72,-0.48)",0.092,0.0812,0.0854,0.0268
"[-0.48,-0.24)",0.155,0.1066,0.1102,0.0346
"[-0.24,0)",0.1792,0.1254,0.1264,0.0332
"[0,0.24)",0.2046,0.117,0.1276,0.0304
"[0.24,0.48)",0.1536,0.1082,0.1138,0.0304
"[0.48,0.72)",0.1002,0.0902,0.0884,0.0244
"[0.72,0.96)",0.0394,0.0554,0.0604,0.0306
"[0.96,1.2)",0.01,0.0386,0.0392,0.0266
"[1.2,1.44)",0.0044,0.0268,0.0236,0.0256
"[1.44,1.68)",0.0034,0.0196,0.0142,0.0262
"[1.68,1.92)",0.0024,0.0142,0.0102,0.0256
"[1.92,2.16)",4e-04,0.009,0.0072,0.0222
"[2.16,2.4)",0.0012,0.0062,0.0052,0.0232
"[2.4,2.64)",6e-04,0.0046,0.005,0.0214
"[2.64,2.88)",0,0.003,0.0034,0.0166
"[2.88,3.12)",6e-04,0.0024,0.0022,0.0182
"[3.12,3.36)",0,0.0014,0.0014,0.0146
"[3.36,3.6)",2e-04,8e-04,0.0012,0.0124
"[3.6,3.84)",2e-04,6e-04,0.001,0.011
"[3.84,4.08)",0,8e-04,0.001,0.0104
"[4.08,4.32)",0,6e-04,4e-04,0.012
"[4.32,4.56)",0,4e-04,4e-04,0.006
"[4.56,4.8)",0,2e-04,0,0.0076
"[4.8,5.04)",0,2e-04,2e-04,0.009
"[5.04,5.28)",0,2e-04,2e-04,0.009
"[5.28,5.52)",0,2e-04,2e-04,0.0046
"[5.52,5.76)",0,0,2e-04,0.0058
"[5.76,6)",0,0,0,0.0056
