"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",4e-04,0,4e-04,0
"[-5.76,-5.52)",4e-04,4e-04,4e-04,4e-04
"[-5.52,-5.28)",4e-04,0,4e-04,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,4e-04,0,4e-04
"[-4.56,-4.32)",0,0,0,8e-04
"[-4.32,-4.08)",4e-04,0.0012,4e-04,4e-04
"[-4.08,-3.84)",0,0,4e-04,8e-04
"[-3.84,-3.6)",0.0012,0.0016,8e-04,0.0016
"[-3.6,-3.36)",4e-04,8e-04,4e-04,8e-04
"[-3.36,-3.12)",0.0012,0.0012,0.0012,0.002
"[-3.12,-2.88)",0.0012,0.0012,0.0016,0.0024
"[-2.88,-2.64)",0.0016,0.0012,0.002,0.0024
"[-2.64,-2.4)",0.0012,0.0036,0.002,0.0052
"[-2.4,-2.16)",0.0032,0.0028,0.004,0.0076
"[-2.16,-1.92)",0.004,0.0076,0.0104,0.016
"[-1.92,-1.68)",0.0104,0.0156,0.0156,0.0156
"[-1.68,-1.44)",0.0144,0.016,0.0184,0.0336
"[-1.44,-1.2)",0.0216,0.032,0.0364,0.0424
"[-1.2,-0.96)",0.0416,0.0544,0.0516,0.0516
"[-0.96,-0.72)",0.072,0.0732,0.072,0.0696
"[-0.72,-0.48)",0.092,0.0912,0.0816,0.0836
"[-0.48,-0.24)",0.118,0.0972,0.1008,0.0832
"[-0.24,0)",0.124,0.1112,0.1112,0.0908
"[0,0.24)",0.1352,0.1112,0.1064,0.0824
"[0.24,0.48)",0.1112,0.0928,0.1004,0.0812
"[0.48,0.72)",0.0856,0.0864,0.0816,0.086
"[0.72,0.96)",0.0504,0.0632,0.0616,0.0676
"[0.96,1.2)",0.044,0.0428,0.0448,0.0448
"[1.2,1.44)",0.02,0.03,0.0316,0.036
"[1.44,1.68)",0.0176,0.0184,0.022,0.0264
"[1.68,1.92)",0.0068,0.0176,0.0156,0.0212
"[1.92,2.16)",0.0068,0.0052,0.006,0.0148
"[2.16,2.4)",0.0012,0.0056,0.006,0.008
"[2.4,2.64)",0.0048,0.0024,0.0036,0.0044
"[2.64,2.88)",0.0012,0.0036,0.0016,0.0052
"[2.88,3.12)",0.002,8e-04,0.0032,0.002
"[3.12,3.36)",8e-04,0.002,8e-04,0.0024
"[3.36,3.6)",4e-04,0.0016,0,0.0012
"[3.6,3.84)",4e-04,4e-04,8e-04,0.0016
"[3.84,4.08)",4e-04,0,4e-04,0
"[4.08,4.32)",0,4e-04,0,8e-04
"[4.32,4.56)",4e-04,4e-04,4e-04,4e-04
"[4.56,4.8)",0,4e-04,0,0
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
