"","quantity","estimator","value"
"1","mean","PM",-0.026036226116128
"2","mean","CB",-0.026036226116128
"3","mean","GR",-0.0259721697644965
"4","mean","ML",-0.0260078658609896
"5","var","PM",0.783712141690878
"6","var","CB",1.02365131761105
"7","var","GR",0.993586226874591
"8","var","ML",1.35296595622128
"9","var","true",1.01982915732799
"10","SSEL","PM",0.257118817369056
"11","SSEL","CB",0.273068463574018
"12","SSEL","GR",0.281587052962933
"13","SSEL","ML",0.337248742475389
"14","WSSEL","PM",6.4279704342264
"15","WSSEL","CB",6.82671158935046
"16","WSSEL","GR",7.03967632407331
"17","WSSEL","ML",8.43121856188472
"18","ISEL","PM",0.0283422644701479
"19","ISEL","CB",0.0267380897028714
"20","ISEL","GR",0.0190342139744442
"21","ISEL","ML",0.0262811000965889
"22","SELrank","PM",0.0320426035502959
"23","SELrank","CB",0.0320426035502959
"24","SELrank","GR",0.0321491124260355
"25","SELrank","ML",0.0320733727810651
