"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,6e-04
"[-2.88,-2.64)",0,6e-04,2e-04,0.001
"[-2.64,-2.4)",6e-04,6e-04,4e-04,0.0024
"[-2.4,-2.16)",2e-04,0.0018,0.004,0.0058
"[-2.16,-1.92)",0.002,0.006,0.0094,0.012
"[-1.92,-1.68)",0.0066,0.0116,0.0148,0.016
"[-1.68,-1.44)",0.0142,0.0194,0.0244,0.0302
"[-1.44,-1.2)",0.0222,0.0344,0.0392,0.0478
"[-1.2,-0.96)",0.0474,0.0616,0.0588,0.0718
"[-0.96,-0.72)",0.0866,0.095,0.0764,0.087
"[-0.72,-0.48)",0.1172,0.1042,0.0942,0.094
"[-0.48,-0.24)",0.1306,0.1138,0.1024,0.0978
"[-0.24,0)",0.1228,0.105,0.1016,0.0884
"[0,0.24)",0.1082,0.0926,0.0948,0.0822
"[0.24,0.48)",0.08,0.074,0.0814,0.0652
"[0.48,0.72)",0.0592,0.0538,0.067,0.0536
"[0.72,0.96)",0.044,0.0436,0.0532,0.0402
"[0.96,1.2)",0.037,0.0346,0.0456,0.0336
"[1.2,1.44)",0.0346,0.0328,0.0336,0.0298
"[1.44,1.68)",0.0316,0.0306,0.0298,0.0316
"[1.68,1.92)",0.0214,0.0284,0.0218,0.0252
"[1.92,2.16)",0.017,0.0204,0.0172,0.0242
"[2.16,2.4)",0.0086,0.0156,0.0118,0.0198
"[2.4,2.64)",0.0036,0.01,0.0094,0.015
"[2.64,2.88)",0.0026,0.0048,0.0042,0.011
"[2.88,3.12)",0.0014,0.0024,0.0026,0.0066
"[3.12,3.36)",2e-04,0.0014,0.0016,0.0036
"[3.36,3.6)",0,8e-04,0,0.0016
"[3.6,3.84)",0,0,0,0.001
"[3.84,4.08)",2e-04,0,2e-04,8e-04
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,2e-04,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,2e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
