"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0418,-0.0082
"2","PM",0.1,0.0767999999999999,-0.0232
"3","PM",0.25,0.1982,-0.0518
"4","PM",0.75,0.7094,-0.0406
"5","PM",0.9,0.945599999999999,0.0456
"6","PM",0.95,0.976999999999999,0.027
"7","CB",0.05,0.0674,0.0174
"8","CB",0.1,0.116,0.016
"9","CB",0.25,0.2446,-0.0054
"10","CB",0.75,0.6914,-0.0586
"11","CB",0.9,0.9174,0.0174
"12","CB",0.95,0.955399999999999,0.0054
"13","GR",0.05,0.086,0.036
"14","GR",0.1,0.131,0.031
"15","GR",0.25,0.2408,-0.0092
"16","GR",0.75,0.6702,-0.0798
"17","GR",0.9,0.9322,0.0322
"18","GR",0.95,0.9628,0.0128
"19","ML",0.05,0.1046,0.0546
"20","ML",0.1,0.164,0.064
"21","ML",0.25,0.2874,0.0374
"22","ML",0.75,0.6768,-0.0732
"23","ML",0.9,0.8924,-0.0076
"24","ML",0.95,0.9296,-0.0204
