"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0083,-0.0417
"2","PM",0.1,0.0136,-0.0864
"3","PM",0.25,0.0625,-0.1875
"4","PM",0.75,0.8526,0.1026
"5","PM",0.9,0.9969,0.0969
"6","PM",0.95,0.9982,0.0482
"7","CB",0.05,0.0738,0.0238
"8","CB",0.1,0.1094,0.0094
"9","CB",0.25,0.2024,-0.0476
"10","CB",0.75,0.6959,-0.0541
"11","CB",0.9,0.9616,0.0616
"12","CB",0.95,0.9765,0.0265
"13","GR",0.05,0.0644,0.0144
"14","GR",0.1,0.0881,-0.0119
"15","GR",0.25,0.1656,-0.0844
"16","GR",0.75,0.7224,-0.0276
"17","GR",0.9,0.9633,0.0633
"18","GR",0.95,0.975699999999999,0.0257
"19","ML",0.05,0.3599,0.3099
"20","ML",0.1,0.3823,0.2823
"21","ML",0.25,0.422,0.172
"22","ML",0.75,0.5533,-0.1967
"23","ML",0.9,0.701,-0.199
"24","ML",0.95,0.7346,-0.2154
