"","quantity","estimator","value"
"1","mean","PM",-0.00329752740053123
"2","mean","CB",-0.00329752740053125
"3","mean","GR",-0.00347271708355025
"4","mean","ML",-0.00372537843665445
"5","var","PM",0.0972823549841631
"6","var","CB",0.850146824768703
"7","var","GR",0.80194248516777
"8","var","ML",10.9894599840791
"9","var","true",1.02691511047445
"10","SSEL","PM",1.07404268993099
"11","SSEL","CB",1.41838683041363
"12","SSEL","GR",1.40202300854297
"13","SSEL","ML",9.91564657015754
"14","WSSEL","PM",107.404268993099
"15","WSSEL","CB",141.838683041363
"16","WSSEL","GR",140.202300854297
"17","WSSEL","ML",991.564657015754
"18","ISEL","PM",0.200639931541499
"19","ISEL","CB",0.0658680203953729
"20","ISEL","GR",0.0790917471735171
"21","ISEL","ML",0.357993213761662
"22","SELrank","PM",0.115660503872169
"23","SELrank","CB",0.115660503872169
"24","SELrank","GR",0.115724085873934
"25","SELrank","ML",0.115439388295265
