"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,0.0016
"[-2.64,-2.4)",0,0.0016,0.0012,0.004
"[-2.4,-2.16)",0.0016,0.0032,0.0056,0.0064
"[-2.16,-1.92)",0.0036,0.0072,0.0108,0.0164
"[-1.92,-1.68)",0.008,0.0164,0.0188,0.0252
"[-1.68,-1.44)",0.0168,0.0256,0.0288,0.0388
"[-1.44,-1.2)",0.0276,0.0464,0.0428,0.066
"[-1.2,-0.96)",0.0736,0.0728,0.0592,0.0676
"[-0.96,-0.72)",0.0792,0.084,0.0756,0.0824
"[-0.72,-0.48)",0.1204,0.1056,0.0972,0.078
"[-0.48,-0.24)",0.1152,0.0988,0.1052,0.0804
"[-0.24,0)",0.1288,0.108,0.1096,0.0908
"[0,0.24)",0.1028,0.0876,0.0956,0.074
"[0.24,0.48)",0.0804,0.0772,0.0844,0.062
"[0.48,0.72)",0.0684,0.0656,0.066,0.066
"[0.72,0.96)",0.0508,0.048,0.0512,0.0512
"[0.96,1.2)",0.038,0.0412,0.04,0.0424
"[1.2,1.44)",0.0228,0.0312,0.0316,0.0368
"[1.44,1.68)",0.0196,0.02,0.022,0.0292
"[1.68,1.92)",0.0132,0.0184,0.0144,0.0228
"[1.92,2.16)",0.0104,0.0116,0.0144,0.016
"[2.16,2.4)",0.006,0.01,0.0088,0.0132
"[2.4,2.64)",0.0036,0.0056,0.0056,0.01
"[2.64,2.88)",0.0028,0.0036,0.0036,0.0048
"[2.88,3.12)",0.002,0.0036,0.0024,0.0048
"[3.12,3.36)",8e-04,0.002,0.0016,0.0028
"[3.36,3.6)",0.0012,8e-04,0.0016,0.002
"[3.6,3.84)",4e-04,0.0012,0,8e-04
"[3.84,4.08)",8e-04,8e-04,8e-04,0.0016
"[4.08,4.32)",8e-04,0,4e-04,0
"[4.32,4.56)",4e-04,0.0012,8e-04,8e-04
"[4.56,4.8)",0,8e-04,0,8e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
