"","quantity","estimator","value"
"1","mean","PM",-0.0397338669674694
"2","mean","CB",-0.0397338669674694
"3","mean","GR",-0.0402038830152145
"4","mean","ML",-0.0395946129914153
"5","var","PM",0.76575037961727
"6","var","CB",1.01338008006617
"7","var","GR",0.981703266016396
"8","var","ML",1.35306053846063
"9","var","true",1.00260486881384
"10","SSEL","PM",0.2481094561486
"11","SSEL","CB",0.260769089620297
"12","SSEL","GR",0.286531975020994
"13","SSEL","ML",0.32673340138819
"14","WSSEL","PM",6.202736403715
"15","WSSEL","CB",6.51922724050744
"16","WSSEL","GR",7.16329937552484
"17","WSSEL","ML",8.16833503470474
"18","ISEL","PM",0.0243346385301389
"19","ISEL","CB",0.0187450643089575
"20","ISEL","GR",0.0164383639812917
"21","ISEL","ML",0.0228079095435237
"22","SELrank","PM",0.0281301775147929
"23","SELrank","CB",0.0281301775147929
"24","SELrank","GR",0.0281431952662722
"25","SELrank","ML",0.0281846153846154
