"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0536,0.0036
"2","PM",0.1,0.108,0.008
"3","PM",0.25,0.2284,-0.0216
"4","PM",0.75,0.7268,-0.0232
"5","PM",0.9,0.9588,0.0588
"6","PM",0.95,0.977599999999999,0.0276
"7","CB",0.05,0.0904,0.0404
"8","CB",0.1,0.1528,0.0528
"9","CB",0.25,0.2748,0.0248
"10","CB",0.75,0.7036,-0.0464
"11","CB",0.9,0.941199999999999,0.0412
"12","CB",0.95,0.965599999999999,0.0156
"13","GR",0.05,0.0988,0.0488
"14","GR",0.1,0.144,0.044
"15","GR",0.25,0.2584,0.0084
"16","GR",0.75,0.7028,-0.0472
"17","GR",0.9,0.946399999999999,0.0464
"18","GR",0.95,0.967599999999999,0.0176
"19","ML",0.05,0.15,0.1
"20","ML",0.1,0.2052,0.1052
"21","ML",0.25,0.3204,0.0704
"22","ML",0.75,0.6688,-0.0812
"23","ML",0.9,0.9196,0.0196
"24","ML",0.95,0.948799999999999,-0.0012
