"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,4e-04,0,4e-04
"[-4.8,-4.56)",4e-04,0,4e-04,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",4e-04,8e-04,4e-04,0.0012
"[-3.84,-3.6)",4e-04,8e-04,8e-04,0.0012
"[-3.6,-3.36)",8e-04,4e-04,4e-04,8e-04
"[-3.36,-3.12)",4e-04,8e-04,4e-04,8e-04
"[-3.12,-2.88)",0.0016,0.0016,0.002,0.0024
"[-2.88,-2.64)",0.0016,0.0028,0.0016,0.0032
"[-2.64,-2.4)",0.0036,0.004,0.0044,0.0032
"[-2.4,-2.16)",0.0044,0.008,0.0044,0.0072
"[-2.16,-1.92)",0.0096,0.0056,0.0088,0.012
"[-1.92,-1.68)",0.01,0.0124,0.0132,0.0152
"[-1.68,-1.44)",0.0148,0.02,0.022,0.0284
"[-1.44,-1.2)",0.0344,0.0344,0.0348,0.0304
"[-1.2,-0.96)",0.0416,0.044,0.048,0.0456
"[-0.96,-0.72)",0.0588,0.0644,0.064,0.0724
"[-0.72,-0.48)",0.0928,0.0864,0.0848,0.082
"[-0.48,-0.24)",0.098,0.0984,0.0932,0.0856
"[-0.24,0)",0.11,0.1016,0.106,0.0992
"[0,0.24)",0.134,0.1208,0.1172,0.1004
"[0.24,0.48)",0.1052,0.1024,0.092,0.0952
"[0.48,0.72)",0.0768,0.0732,0.0856,0.0732
"[0.72,0.96)",0.0692,0.0704,0.066,0.0712
"[0.96,1.2)",0.048,0.0476,0.0476,0.0516
"[1.2,1.44)",0.0264,0.0332,0.0372,0.0352
"[1.44,1.68)",0.0164,0.0184,0.0176,0.0252
"[1.68,1.92)",0.0112,0.0112,0.014,0.0144
"[1.92,2.16)",0.0096,0.0108,0.0112,0.0136
"[2.16,2.4)",0.0052,0.0072,0.0072,0.0096
"[2.4,2.64)",0.0052,0.0052,0.004,0.0052
"[2.64,2.88)",0.0012,0.004,0.0024,0.0036
"[2.88,3.12)",0.0036,0.0028,0.0036,0.0032
"[3.12,3.36)",8e-04,0.002,0.0012,0.0024
"[3.36,3.6)",8e-04,4e-04,8e-04,8e-04
"[3.6,3.84)",8e-04,8e-04,8e-04,8e-04
"[3.84,4.08)",4e-04,8e-04,4e-04,8e-04
"[4.08,4.32)",0,4e-04,0,4e-04
"[4.32,4.56)",0,0,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",4e-04,0,4e-04,4e-04
"[5.28,5.52)",0,4e-04,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",4e-04,0,4e-04,0
