"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0396,-0.0104
"2","PM",0.1,0.0884,-0.0116
"3","PM",0.25,0.244,-0.006
"4","PM",0.75,0.7448,-0.0052
"5","PM",0.9,0.9048,0.0048
"6","PM",0.95,0.954,0.004
"7","CB",0.05,0.0472,-0.0028
"8","CB",0.1,0.1028,0.0028
"9","CB",0.25,0.2592,0.0092
"10","CB",0.75,0.736,-0.014
"11","CB",0.9,0.89,-0.01
"12","CB",0.95,0.9448,-0.0052
"13","GR",0.05,0.048,-0.002
"14","GR",0.1,0.1036,0.0036
"15","GR",0.25,0.2584,0.0084
"16","GR",0.75,0.7296,-0.0204
"17","GR",0.9,0.8876,-0.0124
"18","GR",0.95,0.946,-0.004
"19","ML",0.05,0.06,0.01
"20","ML",0.1,0.1172,0.0172
"21","ML",0.25,0.2764,0.0264
"22","ML",0.75,0.7168,-0.0332
"23","ML",0.9,0.8732,-0.0268
"24","ML",0.95,0.9336,-0.0164
