"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,4e-04
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,0,0,8e-04
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0.0012,0,0.0012
"[-4.08,-3.84)",0,4e-04,0,0.0012
"[-3.84,-3.6)",0,4e-04,0,0.002
"[-3.6,-3.36)",4e-04,0,8e-04,0.0028
"[-3.36,-3.12)",0.0012,8e-04,0.0012,0.0028
"[-3.12,-2.88)",0,0.002,8e-04,0.008
"[-2.88,-2.64)",4e-04,0.002,0.0036,0.0124
"[-2.64,-2.4)",4e-04,0.0044,0.0048,0.0132
"[-2.4,-2.16)",0.002,0.008,0.0092,0.0232
"[-2.16,-1.92)",0.0032,0.0148,0.012,0.024
"[-1.92,-1.68)",0.0096,0.0244,0.0204,0.0244
"[-1.68,-1.44)",0.0132,0.03,0.0236,0.032
"[-1.44,-1.2)",0.028,0.0316,0.0396,0.042
"[-1.2,-0.96)",0.0412,0.0452,0.0464,0.06
"[-0.96,-0.72)",0.0552,0.0648,0.0628,0.0532
"[-0.72,-0.48)",0.08,0.0792,0.0784,0.0564
"[-0.48,-0.24)",0.1196,0.0856,0.0904,0.064
"[-0.24,0)",0.1428,0.0972,0.106,0.0664
"[0,0.24)",0.1496,0.1004,0.106,0.0804
"[0.24,0.48)",0.1276,0.1,0.0964,0.066
"[0.48,0.72)",0.0832,0.078,0.0804,0.0656
"[0.72,0.96)",0.0612,0.0732,0.0636,0.048
"[0.96,1.2)",0.0356,0.05,0.0444,0.0552
"[1.2,1.44)",0.0192,0.038,0.0356,0.0476
"[1.44,1.68)",0.01,0.0232,0.0252,0.0356
"[1.68,1.92)",0.0076,0.0156,0.0204,0.0336
"[1.92,2.16)",0.0044,0.0104,0.012,0.0204
"[2.16,2.4)",0.0016,0.0084,0.0072,0.016
"[2.4,2.64)",0.0016,0.0048,0.0024,0.0128
"[2.64,2.88)",0,0.0028,0.0032,0.0064
"[2.88,3.12)",4e-04,0.0012,8e-04,0.0084
"[3.12,3.36)",8e-04,4e-04,0.002,0.004
"[3.36,3.6)",0,4e-04,4e-04,0.0032
"[3.6,3.84)",0,4e-04,0,0.0024
"[3.84,4.08)",0,0,0,0.0016
"[4.08,4.32)",0,4e-04,0,4e-04
"[4.32,4.56)",0,4e-04,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,8e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
