"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0184,-0.0316
"2","PM",0.1,0.0468,-0.0532
"3","PM",0.25,0.168,-0.082
"4","PM",0.75,0.846,0.096
"5","PM",0.9,0.9604,0.0604
"6","PM",0.95,0.982,0.032
"7","CB",0.05,0.0604,0.0104
"8","CB",0.1,0.11,0.01
"9","CB",0.25,0.244,-0.006
"10","CB",0.75,0.7576,0.0076
"11","CB",0.9,0.9084,0.0084
"12","CB",0.95,0.9512,0.0012
"13","GR",0.05,0.0556,0.0056
"14","GR",0.1,0.1024,0.0024
"15","GR",0.25,0.2384,-0.0116
"16","GR",0.75,0.7664,0.0164
"17","GR",0.9,0.9064,0.0064
"18","GR",0.95,0.9492,-8e-04
"19","ML",0.05,0.1228,0.0728
"20","ML",0.1,0.1752,0.0752
"21","ML",0.25,0.3148,0.0648
"22","ML",0.75,0.6912,-0.0588
"23","ML",0.9,0.8268,-0.0732
"24","ML",0.95,0.8852,-0.0648
