"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0312,-0.0188
"2","PM",0.1,0.0704,-0.0296
"3","PM",0.25,0.2756,0.0256
"4","PM",0.75,0.7832,0.0332
"5","PM",0.9,0.9296,0.0296
"6","PM",0.95,0.9788,0.0288
"7","CB",0.05,0.1304,0.0804
"8","CB",0.1,0.2068,0.1068
"9","CB",0.25,0.3556,0.1056
"10","CB",0.75,0.6788,-0.0712
"11","CB",0.9,0.8172,-0.0828
"12","CB",0.95,0.8912,-0.0588
"13","GR",0.05,0.1096,0.0596
"14","GR",0.1,0.1796,0.0796
"15","GR",0.25,0.3368,0.0868
"16","GR",0.75,0.7028,-0.0472
"17","GR",0.9,0.8392,-0.0608
"18","GR",0.95,0.9044,-0.0456
"19","ML",0.05,0.3244,0.2744
"20","ML",0.1,0.3748,0.2748
"21","ML",0.25,0.4448,0.1948
"22","ML",0.75,0.5752,-0.1748
"23","ML",0.9,0.6436,-0.2564
"24","ML",0.95,0.6892,-0.2608
