"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0616,0.0116
"2","PM",0.1,0.115,0.015
"3","PM",0.25,0.2514,0.0014
"4","PM",0.75,0.6838,-0.0662
"5","PM",0.9,0.9382,0.0382
"6","PM",0.95,0.9656,0.0156
"7","CB",0.05,0.0729999999999999,0.023
"8","CB",0.1,0.1328,0.0328
"9","CB",0.25,0.2656,0.0156
"10","CB",0.75,0.6792,-0.0708
"11","CB",0.9,0.9306,0.0306
"12","CB",0.95,0.9604,0.0104
"13","GR",0.05,0.082,0.032
"14","GR",0.1,0.135,0.035
"15","GR",0.25,0.2608,0.0108
"16","GR",0.75,0.6744,-0.0756
"17","GR",0.9,0.9346,0.0346
"18","GR",0.95,0.9612,0.0112
"19","ML",0.05,0.0903999999999999,0.0404
"20","ML",0.1,0.1468,0.0468
"21","ML",0.25,0.2798,0.0298
"22","ML",0.75,0.6726,-0.0774
"23","ML",0.9,0.9246,0.0246
"24","ML",0.95,0.9552,0.0052
