"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,0
"[-2.64,-2.4)",0,2e-04,0,6e-04
"[-2.4,-2.16)",4e-04,0.001,0.001,0.0016
"[-2.16,-1.92)",0.0026,0.0034,0.0046,0.0036
"[-1.92,-1.68)",0.0076,0.0088,0.0136,0.0124
"[-1.68,-1.44)",0.0186,0.0254,0.0264,0.0312
"[-1.44,-1.2)",0.039,0.045,0.0454,0.0498
"[-1.2,-0.96)",0.073,0.0726,0.0676,0.072
"[-0.96,-0.72)",0.0942,0.0944,0.086,0.0944
"[-0.72,-0.48)",0.1116,0.1044,0.1004,0.1
"[-0.48,-0.24)",0.1054,0.1012,0.1002,0.096
"[-0.24,0)",0.0974,0.094,0.097,0.089
"[0,0.24)",0.0842,0.0798,0.0856,0.076
"[0.24,0.48)",0.0784,0.0772,0.0758,0.075
"[0.48,0.72)",0.0636,0.0604,0.065,0.0574
"[0.72,0.96)",0.0574,0.0546,0.0556,0.0538
"[0.96,1.2)",0.0438,0.0458,0.0462,0.044
"[1.2,1.44)",0.0342,0.0368,0.0352,0.0394
"[1.44,1.68)",0.0252,0.0242,0.0278,0.0264
"[1.68,1.92)",0.021,0.0216,0.0198,0.0216
"[1.92,2.16)",0.0122,0.015,0.0136,0.017
"[2.16,2.4)",0.0096,0.0098,0.0112,0.0108
"[2.4,2.64)",0.007,0.0082,0.0068,0.009
"[2.64,2.88)",0.0054,0.0058,0.0064,0.0058
"[2.88,3.12)",0.003,0.0038,0.0036,0.0046
"[3.12,3.36)",0.0022,0.0028,0.0018,0.0032
"[3.36,3.6)",0.0016,0.0018,0.002,0.0026
"[3.6,3.84)",2e-04,6e-04,0,0.0012
"[3.84,4.08)",2e-04,2e-04,4e-04,4e-04
"[4.08,4.32)",2e-04,4e-04,2e-04,2e-04
"[4.32,4.56)",2e-04,0,4e-04,2e-04
"[4.56,4.8)",4e-04,4e-04,0,2e-04
"[4.8,5.04)",2e-04,2e-04,4e-04,4e-04
"[5.04,5.28)",0,2e-04,0,2e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
