"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,8e-04
"[-5.76,-5.52)",0,0,0,6e-04
"[-5.52,-5.28)",0,0,0,0.0012
"[-5.28,-5.04)",0,0,0,0.001
"[-5.04,-4.8)",0,0,0,6e-04
"[-4.8,-4.56)",0,0,0,0.0016
"[-4.56,-4.32)",0,0,0,0.0022
"[-4.32,-4.08)",0,0,0,0.0028
"[-4.08,-3.84)",0,0,0,0.0046
"[-3.84,-3.6)",0,2e-04,0,0.0052
"[-3.6,-3.36)",0,2e-04,0,0.0054
"[-3.36,-3.12)",0,2e-04,4e-04,0.0074
"[-3.12,-2.88)",0,2e-04,8e-04,0.0086
"[-2.88,-2.64)",2e-04,0.001,0.001,0.0098
"[-2.64,-2.4)",4e-04,0.003,0.0052,0.0118
"[-2.4,-2.16)",0,0.0052,0.006,0.0162
"[-2.16,-1.92)",0.0014,0.0108,0.011,0.017
"[-1.92,-1.68)",0.0044,0.0188,0.0176,0.0258
"[-1.68,-1.44)",0.01,0.0258,0.026,0.0362
"[-1.44,-1.2)",0.0222,0.037,0.0406,0.045
"[-1.2,-0.96)",0.038,0.0518,0.056,0.06
"[-0.96,-0.72)",0.0644,0.0734,0.0724,0.0628
"[-0.72,-0.48)",0.1048,0.0924,0.0882,0.0706
"[-0.48,-0.24)",0.1346,0.1022,0.099,0.0658
"[-0.24,0)",0.1608,0.112,0.102,0.0652
"[0,0.24)",0.146,0.1062,0.0976,0.0588
"[0.24,0.48)",0.1096,0.0908,0.0866,0.0582
"[0.48,0.72)",0.0744,0.0796,0.0734,0.0548
"[0.72,0.96)",0.0424,0.0474,0.0586,0.0422
"[0.96,1.2)",0.0302,0.0364,0.0458,0.0408
"[1.2,1.44)",0.0178,0.0282,0.0324,0.0342
"[1.44,1.68)",0.0138,0.0198,0.025,0.0248
"[1.68,1.92)",0.0084,0.016,0.0182,0.0304
"[1.92,2.16)",0.0042,0.012,0.012,0.0228
"[2.16,2.4)",0.0048,0.0074,0.0094,0.0186
"[2.4,2.64)",0.002,0.0054,0.004,0.0148
"[2.64,2.88)",0.0028,0.003,0.0046,0.012
"[2.88,3.12)",0.0016,0.004,0.003,0.01
"[3.12,3.36)",6e-04,0.0034,0.0022,0.0104
"[3.36,3.6)",2e-04,0.002,4e-04,0.0068
"[3.6,3.84)",0,0.0014,4e-04,0.0044
"[3.84,4.08)",0,0.0016,2e-04,0.0054
"[4.08,4.32)",0,8e-04,0,0.0044
"[4.32,4.56)",0,2e-04,0,0.0032
"[4.56,4.8)",0,2e-04,0,0.0014
"[4.8,5.04)",0,0,0,0.0018
"[5.04,5.28)",0,0,0,0.0022
"[5.28,5.52)",0,0,0,8e-04
"[5.52,5.76)",0,0,0,6e-04
"[5.76,6)",0,0,0,0.0016
