"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0344,-0.0156
"2","PM",0.1,0.065,-0.035
"3","PM",0.25,0.1546,-0.0954
"4","PM",0.75,0.7566,0.0066
"5","PM",0.9,0.9758,0.0758
"6","PM",0.95,0.9864,0.0364
"7","CB",0.05,0.0959999999999999,0.046
"8","CB",0.1,0.1374,0.0374
"9","CB",0.25,0.2428,-0.0072
"10","CB",0.75,0.698,-0.052
"11","CB",0.9,0.9444,0.0444
"12","CB",0.95,0.964,0.014
"13","GR",0.05,0.1004,0.0504
"14","GR",0.1,0.1466,0.0466
"15","GR",0.25,0.2502,2e-04
"16","GR",0.75,0.6782,-0.0718
"17","GR",0.9,0.9474,0.0474
"18","GR",0.95,0.9698,0.0198
"19","ML",0.05,0.1982,0.1482
"20","ML",0.1,0.248,0.148
"21","ML",0.25,0.3412,0.0912
"22","ML",0.75,0.626,-0.124
"23","ML",0.9,0.848,-0.052
"24","ML",0.95,0.891,-0.059
