"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.002
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,0.0024
"[-5.28,-5.04)",0,0,0,4e-04
"[-5.04,-4.8)",0,0,0,0.002
"[-4.8,-4.56)",0,0,0,0.0028
"[-4.56,-4.32)",0,0,0,0.004
"[-4.32,-4.08)",0,0,0,0.0028
"[-4.08,-3.84)",0,0,0,0.0032
"[-3.84,-3.6)",0,0,0,0.0064
"[-3.6,-3.36)",0,4e-04,0,0.0032
"[-3.36,-3.12)",0,8e-04,0,0.0096
"[-3.12,-2.88)",0,4e-04,0.0012,0.0052
"[-2.88,-2.64)",8e-04,8e-04,0.0016,0.008
"[-2.64,-2.4)",0,0.0032,0.0052,0.0128
"[-2.4,-2.16)",4e-04,0.0064,0.0064,0.0164
"[-2.16,-1.92)",8e-04,0.0072,0.0132,0.0172
"[-1.92,-1.68)",0.0056,0.0128,0.0132,0.0296
"[-1.68,-1.44)",0.0088,0.0268,0.0228,0.0288
"[-1.44,-1.2)",0.0152,0.0336,0.0384,0.0496
"[-1.2,-0.96)",0.038,0.0632,0.0496,0.0576
"[-0.96,-0.72)",0.0696,0.0776,0.0728,0.068
"[-0.72,-0.48)",0.114,0.1016,0.0936,0.0648
"[-0.48,-0.24)",0.1548,0.1164,0.1172,0.0732
"[-0.24,0)",0.1748,0.1184,0.1148,0.0752
"[0,0.24)",0.1264,0.1008,0.0932,0.054
"[0.24,0.48)",0.0784,0.0796,0.0824,0.0524
"[0.48,0.72)",0.0652,0.0548,0.0636,0.0452
"[0.72,0.96)",0.0404,0.0392,0.0492,0.0376
"[0.96,1.2)",0.0256,0.0336,0.038,0.0332
"[1.2,1.44)",0.0208,0.0276,0.0312,0.0312
"[1.44,1.68)",0.014,0.0176,0.0232,0.0316
"[1.68,1.92)",0.0168,0.0136,0.0188,0.028
"[1.92,2.16)",0.0124,0.0124,0.0144,0.0284
"[2.16,2.4)",0.0076,0.0112,0.0112,0.0176
"[2.4,2.64)",0.0052,0.014,0.0096,0.0192
"[2.64,2.88)",0.0016,0.0068,0.0052,0.0136
"[2.88,3.12)",4e-04,0.0084,0.004,0.0068
"[3.12,3.36)",0.0012,0.0032,0.0028,0.006
"[3.36,3.6)",8e-04,0.004,0.0012,0.0072
"[3.6,3.84)",0,8e-04,8e-04,0.0068
"[3.84,4.08)",0,0.0012,4e-04,0.0068
"[4.08,4.32)",0,8e-04,4e-04,0.0072
"[4.32,4.56)",0,4e-04,0,0.0036
"[4.56,4.8)",4e-04,0,4e-04,0.002
"[4.8,5.04)",0,0,0,0.004
"[5.04,5.28)",0,0,0,0.0016
"[5.28,5.52)",0,0,0,0.0016
"[5.52,5.76)",0,0,0,0.0012
"[5.76,6)",0,4e-04,0,4e-04
