"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0296,-0.0204
"2","PM",0.1,0.054,-0.046
"3","PM",0.25,0.1564,-0.0936
"4","PM",0.75,0.760400000000001,0.0104
"5","PM",0.9,0.9544,0.0544
"6","PM",0.95,0.9784,0.0284
"7","CB",0.05,0.0848,0.0348
"8","CB",0.1,0.136,0.036
"9","CB",0.25,0.2476,-0.0024
"10","CB",0.75,0.7196,-0.0304
"11","CB",0.9,0.924,0.024
"12","CB",0.95,0.943999999999999,-0.006
"13","GR",0.05,0.0908,0.0408
"14","GR",0.1,0.1328,0.0328
"15","GR",0.25,0.2364,-0.0136
"16","GR",0.75,0.6936,-0.0564
"17","GR",0.9,0.932,0.032
"18","GR",0.95,0.9572,0.0072
"19","ML",0.05,0.202,0.152
"20","ML",0.1,0.2492,0.1492
"21","ML",0.25,0.346,0.096
"22","ML",0.75,0.6404,-0.1096
"23","ML",0.9,0.8368,-0.0632
"24","ML",0.95,0.8804,-0.0696
