"","Est.","S.E.","t.value","p"
"1",1344.50181979846,28.1792311159974,47.7125090554788,0
"2",-279.903976443281,25.0817262293819,-11.1596775231279,7.55116165492441e-29
"3",-376.827504497752,24.020252942765,-15.6879074252736,3.41973895914223e-55
"4",-788.299196646175,24.2180652146703,-32.5500484724377,1.63655665653665e-227
"5",-1204.34646386552,23.7568508819144,-50.6947014927118,0
"6",-255.554501320025,28.0807247256778,-9.10070889610404,9.64686585716876e-20
"7",-381.860096955006,24.8713383559093,-15.3534197271808,5.96529672108769e-53
"8",549.964932023229,28.2808894163653,19.4465217810647,1.35234757167788e-83
"9",35.441289125185,25.4138627471296,1.39456522126641,0.163159764098094
"10",661.961787393043,28.6412464419247,23.112185034799,6.41126370874406e-117
"11",608.849095217373,27.8969159062656,21.8249607685352,1.36635701569126e-104
"12",233.997976818692,21.5267609821943,10.8700968535044,1.85167556431641e-27
"13",281.065795456268,20.4550717324245,13.7406409096447,8.38681648999815e-43
"14",236.158029713335,21.0991615783397,11.1927684347313,5.21148696859727e-29
"15",279.185787722848,20.1365175528756,13.8646509750133,1.52122294035343e-43
"16",65.4486058274331,19.0300960603008,3.43921573596085,0.000584382911292079
"17",75.6894178045005,18.3235853447421,4.13071003193266,3.62856198747437e-05
"18",51.7778870168202,17.0156370502709,3.04295906546713,0.00234514832857435
"19",86.0322472835027,16.2857160878008,5.28268126618928,1.28405043945265e-07
"20",61.9572273778028,18.3938282374751,3.36837044349325,0.000757315774284721
"21",158.739798493262,17.4130848651562,9.11612156734513,8.37355810424369e-20
"22",-6.30947940856487,17.117150699623,-0.368605705428757,0.712424860167096
"23",-24.2049253699902,16.3589446535418,-1.47961411219456,0.138989248792236
"24",-41.68224744552,16.8163858655558,-2.47866859019307,0.0131941267135939
"25",-34.2899097101125,15.9035673659529,-2.15611434347253,0.0310845406158772
"26",-23.5826435565404,16.4175699020134,-1.43642717511124,0.150893725731609
"27",-7.12055400148546,15.5531561814102,-0.457820516841223,0.647085496515473
"28",301.998061446298,20.223622022291,14.9329364004839,3.36445768497435e-50
"29",323.464898250636,19.9218138358208,16.2367192523917,5.68001128001591e-59
"30",474.001708353484,18.1657901613301,26.0930960967777,4.82680301302513e-148
"31",534.682475612059,17.8075563516158,30.0255950369937,1.64864668674262e-194
"32",-686.495592839549,19.4021811952937,-35.3823926253235,1.99080134941222e-267
"33",-703.466440140667,19.0672766770564,-36.8939126470611,5.91442355500572e-290
"34",-20.8996475881554,18.0592175521183,-1.15728422495824,0.247167655814426
"35",-19.5888086957306,17.6847032368404,-1.10766963026689,0.268015506698762
"36",-598.521650531103,17.6747397963927,-33.8631095804452,1.21684447501905e-245
"37",-672.074608253181,17.328338056314,-38.7847124212985,2.58534671155807e-319
"38",-550.620583425547,17.2902394646842,-31.8457465294338,4.65273564340338e-218
"39",-626.426479266641,16.9336181417157,-36.9930675195425,1.83951787140006e-291
"40",-110.08217358735,17.2669658175677,-6.37530500438883,1.85886196311249e-10
"41",-168.014585542366,15.6964272391726,-10.7040018076892,1.11817157388193e-26
"42",-6.33213324226959,15.9335075625015,-0.397409874594835,0.691068732863189
"43",-14.708455386875,14.1848748277292,-1.03691118642248,0.299787589740674
"44",-63.9109704223176,15.7317152381751,-4.06255576424554,4.86910145954229e-05
"45",-100.614198755201,14.2748659618435,-7.04834630490691,1.85904649173612e-12
"46",-58.5918066877151,15.3800123552065,-3.80960725742722,0.000139530996875149
"47",-92.6436307892196,13.9709071987373,-6.63118217531305,3.40010702942174e-11
"48",266.67302250271,15.1668137321854,17.5826661559643,8.94191195398571e-69
"49",17.7786634016281,13.9454483101927,1.27487213076066,0.202366719924874
"50",256.54354262487,14.876624336068,17.2447416046453,3.04611916530843e-66
"51",6.38544710625611,13.5668306557126,0.470666087629493,0.637883438803382
