"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0064,-0.0436
"2","PM",0.1,0.0256,-0.0744
"3","PM",0.25,0.128,-0.122
"4","PM",0.75,0.8,0.05
"5","PM",0.9,0.9548,0.0548
"6","PM",0.95,0.978,0.028
"7","CB",0.05,0.0632,0.0132
"8","CB",0.1,0.1152,0.0152
"9","CB",0.25,0.2412,-0.0088
"10","CB",0.75,0.6884,-0.0616
"11","CB",0.9,0.856,-0.044
"12","CB",0.95,0.9204,-0.0296
"13","GR",0.05,0.0532,0.0032
"14","GR",0.1,0.0996,-4e-04
"15","GR",0.25,0.2296,-0.0204
"16","GR",0.75,0.6988,-0.0512
"17","GR",0.9,0.8676,-0.0324
"18","GR",0.95,0.9248,-0.0252
"19","ML",0.05,0.2944,0.2444
"20","ML",0.1,0.332,0.232
"21","ML",0.25,0.4024,0.1524
"22","ML",0.75,0.5644,-0.1856
"23","ML",0.9,0.6336,-0.2664
"24","ML",0.95,0.6904,-0.2596
