"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,4e-04,0.0052
"[-5.76,-5.52)",0,0,0,0.004
"[-5.52,-5.28)",0,0,0,0.0052
"[-5.28,-5.04)",0,0,0,0.0072
"[-5.04,-4.8)",0,4e-04,0,0.0052
"[-4.8,-4.56)",0,4e-04,4e-04,0.0052
"[-4.56,-4.32)",0,4e-04,8e-04,0.0104
"[-4.32,-4.08)",0,8e-04,8e-04,0.0088
"[-4.08,-3.84)",0,0.0016,8e-04,0.0088
"[-3.84,-3.6)",0,0.0016,4e-04,0.0112
"[-3.6,-3.36)",0,8e-04,0.002,0.008
"[-3.36,-3.12)",0,0.002,0.0016,0.0152
"[-3.12,-2.88)",0,0.0036,0.0032,0.0148
"[-2.88,-2.64)",8e-04,0.0048,0.0032,0.0124
"[-2.64,-2.4)",8e-04,0.0068,0.0056,0.0168
"[-2.4,-2.16)",4e-04,0.008,0.0036,0.0244
"[-2.16,-1.92)",0.0016,0.0104,0.0088,0.0208
"[-1.92,-1.68)",0.0012,0.0124,0.012,0.0292
"[-1.68,-1.44)",0.004,0.022,0.0212,0.0228
"[-1.44,-1.2)",0.0112,0.03,0.026,0.0196
"[-1.2,-0.96)",0.0372,0.0388,0.0424,0.024
"[-0.96,-0.72)",0.0412,0.05,0.054,0.0292
"[-0.72,-0.48)",0.0552,0.0708,0.0708,0.0316
"[-0.48,-0.24)",0.1204,0.086,0.092,0.0336
"[-0.24,0)",0.142,0.0972,0.1024,0.0352
"[0,0.24)",0.1796,0.1052,0.1124,0.0356
"[0.24,0.48)",0.1564,0.1052,0.1024,0.0368
"[0.48,0.72)",0.1028,0.0888,0.09,0.0312
"[0.72,0.96)",0.07,0.064,0.0692,0.0256
"[0.96,1.2)",0.0348,0.0544,0.0492,0.0288
"[1.2,1.44)",0.0128,0.042,0.036,0.0392
"[1.44,1.68)",0.0116,0.0232,0.0236,0.0236
"[1.68,1.92)",0.0064,0.02,0.0184,0.0228
"[1.92,2.16)",0.004,0.0128,0.0128,0.0228
"[2.16,2.4)",0.0012,0.0084,0.008,0.022
"[2.4,2.64)",0.0016,0.0064,0.0052,0.0132
"[2.64,2.88)",0,0.0048,0.0048,0.0136
"[2.88,3.12)",4e-04,0.004,0.004,0.0144
"[3.12,3.36)",4e-04,0.0028,0.0028,0.0124
"[3.36,3.6)",8e-04,0.002,0.0012,0.0152
"[3.6,3.84)",0,0,0.0024,0.0152
"[3.84,4.08)",0,0.0016,0.002,0.0088
"[4.08,4.32)",8e-04,0.0012,4e-04,0.0128
"[4.32,4.56)",0,0,4e-04,0.006
"[4.56,4.8)",0,8e-04,4e-04,0.0072
"[4.8,5.04)",0,8e-04,4e-04,0.0052
"[5.04,5.28)",0,4e-04,4e-04,0.0092
"[5.28,5.52)",0,0,4e-04,0.0116
"[5.52,5.76)",0,0,4e-04,0.0044
"[5.76,6)",4e-04,8e-04,0,0.004
