"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,8e-04
"[-5.76,-5.52)",0,0,0,8e-04
"[-5.52,-5.28)",0,0,0,0.0012
"[-5.28,-5.04)",0,0,0,0.0012
"[-5.04,-4.8)",0,0,0,0.0032
"[-4.8,-4.56)",0,0,0,0.0028
"[-4.56,-4.32)",0,4e-04,0,0.002
"[-4.32,-4.08)",0,0.0016,0,0.0044
"[-4.08,-3.84)",0,4e-04,8e-04,0.0056
"[-3.84,-3.6)",4e-04,0.0012,8e-04,0.006
"[-3.6,-3.36)",8e-04,0.0024,8e-04,0.0048
"[-3.36,-3.12)",4e-04,0.0012,0.002,0.008
"[-3.12,-2.88)",8e-04,0.0016,0.0016,0.008
"[-2.88,-2.64)",0.0028,0.0048,0.0036,0.0104
"[-2.64,-2.4)",0.0016,0.0052,0.0056,0.016
"[-2.4,-2.16)",0.002,0.0084,0.008,0.012
"[-2.16,-1.92)",0.006,0.0128,0.0128,0.0216
"[-1.92,-1.68)",0.0084,0.0152,0.0172,0.0288
"[-1.68,-1.44)",0.012,0.0272,0.0292,0.0368
"[-1.44,-1.2)",0.0228,0.0324,0.036,0.044
"[-1.2,-0.96)",0.0356,0.0424,0.0492,0.0468
"[-0.96,-0.72)",0.056,0.0484,0.0652,0.0472
"[-0.72,-0.48)",0.0768,0.0808,0.0772,0.0548
"[-0.48,-0.24)",0.1268,0.1116,0.0904,0.0612
"[-0.24,0)",0.158,0.112,0.1048,0.0756
"[0,0.24)",0.1556,0.1128,0.104,0.07
"[0.24,0.48)",0.118,0.0992,0.0976,0.0752
"[0.48,0.72)",0.0756,0.0716,0.0776,0.0532
"[0.72,0.96)",0.0504,0.0564,0.0584,0.0448
"[0.96,1.2)",0.03,0.0388,0.04,0.046
"[1.2,1.44)",0.0228,0.0324,0.0372,0.0364
"[1.44,1.68)",0.0116,0.0216,0.0236,0.032
"[1.68,1.92)",0.0072,0.0152,0.0188,0.0264
"[1.92,2.16)",0.0068,0.0136,0.0112,0.0172
"[2.16,2.4)",0.0064,0.008,0.0108,0.0168
"[2.4,2.64)",4e-04,0.0056,0.0052,0.014
"[2.64,2.88)",0.0016,0.0056,0.004,0.0116
"[2.88,3.12)",8e-04,0.0028,0.0028,0.0104
"[3.12,3.36)",0,0.0016,0.0012,0.0064
"[3.36,3.6)",8e-04,0.0016,8e-04,0.0048
"[3.6,3.84)",0,0.0012,4e-04,0.004
"[3.84,4.08)",0,4e-04,4e-04,0.0036
"[4.08,4.32)",0,4e-04,0,0.0028
"[4.32,4.56)",0,0,0,0.0032
"[4.56,4.8)",4e-04,4e-04,4e-04,0.0036
"[4.8,5.04)",4e-04,0,0,0.002
"[5.04,5.28)",0,0,4e-04,8e-04
"[5.28,5.52)",0,0,0,0.0012
"[5.52,5.76)",0,0,0,0.0016
"[5.76,6)",0,8e-04,0,0.0016
