"","quantity","estimator","value"
"1","mean","PM",-0.011459790740155
"2","mean","CB",-0.011459790740155
"3","mean","GR",-0.0115680419432056
"4","mean","ML",-0.019299876801901
"5","var","PM",0.562573440444847
"6","var","CB",1.12654719559981
"7","var","GR",1.07218728843765
"8","var","ML",3.17329684784415
"9","var","true",0.960625953062583
"10","SSEL","PM",0.522254390708886
"11","SSEL","CB",0.644096153122745
"12","SSEL","GR",0.657437769888588
"13","SSEL","ML",2.15352503177114
"14","WSSEL","PM",13.0563597677221
"15","WSSEL","CB",16.1024038280686
"16","WSSEL","GR",16.4359442472147
"17","WSSEL","ML",53.8381257942785
"18","ISEL","PM",0.0481528459970742
"19","ISEL","CB",0.0361652431411168
"20","ISEL","GR",0.0297936834198701
"21","ISEL","ML",0.086261085144028
"22","SELrank","PM",0.0556579881656805
"23","SELrank","CB",0.0556579881656805
"24","SELrank","GR",0.0554402366863905
"25","SELrank","ML",0.0661112426035503
