"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0192,-0.0308
"2","PM",0.1,0.0576,-0.0424
"3","PM",0.25,0.2008,-0.0492
"4","PM",0.75,0.824800000000001,0.0748
"5","PM",0.9,0.9496,0.0496
"6","PM",0.95,0.9784,0.0284
"7","CB",0.05,0.0572,0.0072
"8","CB",0.1,0.118,0.018
"9","CB",0.25,0.2768,0.0268
"10","CB",0.75,0.7492,-8e-04
"11","CB",0.9,0.8872,-0.0128
"12","CB",0.95,0.9448,-0.0052
"13","GR",0.05,0.0624,0.0124
"14","GR",0.1,0.1212,0.0212
"15","GR",0.25,0.2732,0.0232
"16","GR",0.75,0.748800000000001,-0.0012
"17","GR",0.9,0.888799999999999,-0.0112
"18","GR",0.95,0.944,-0.006
"19","ML",0.05,0.1252,0.0752
"20","ML",0.1,0.2,0.1
"21","ML",0.25,0.3468,0.0968
"22","ML",0.75,0.666,-0.084
"23","ML",0.9,0.807200000000001,-0.0928
"24","ML",0.95,0.8764,-0.0736
