"","quantity","truth","N","ICC","rsr","assumed","estimator","value"
"7369","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","Gaussian","ML",0.114307692307692
"7370","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","Gaussian","PM",0.102125443786982
"7371","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","Gaussian","CB",0.102125443786982
"7372","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","Gaussian","GR",0.101404733727811
"7373","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","T","ML",0.114307692307692
"7374","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","T","PM",0.102491124260355
"7375","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","T","CB",0.102491124260355
"7376","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","T","GR",0.101937278106509
"7377","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","DP-diffuse","ML",0.114307692307692
"7378","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","DP-diffuse","PM",0.104830769230769
"7379","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","DP-diffuse","CB",0.104830769230769
"7380","SELrank","Mixed","N = 25","ICC = 0.1","R = 10","DP-diffuse","GR",0.103927810650888
"7381","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","Gaussian","ML",0.0551408284023669
"7382","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","Gaussian","PM",0.0549325443786982
"7383","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","Gaussian","CB",0.0549325443786982
"7384","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","Gaussian","GR",0.0549420118343195
"7385","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","T","ML",0.0551408284023669
"7386","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","T","PM",0.054992899408284
"7387","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","T","CB",0.054992899408284
"7388","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","T","GR",0.0550461538461538
"7389","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","ML",0.0551408284023669
"7390","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM",0.0552508875739645
"7391","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB",0.0552508875739645
"7392","SELrank","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR",0.055094674556213
"7393","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML",0.0643372781065089
"7394","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM",0.0602662721893491
"7395","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB",0.0602662721893491
"7396","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR",0.0602284023668639
"7397","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","T","ML",0.0643372781065089
"7398","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","T","PM",0.060196449704142
"7399","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","T","CB",0.060196449704142
"7400","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","T","GR",0.0598828402366864
"7401","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML",0.0643372781065089
"7402","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM",0.0606414201183432
"7403","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB",0.0606414201183432
"7404","SELrank","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR",0.0602828402366864
"7405","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML",0.0683266272189349
"7406","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM",0.0593869822485207
"7407","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB",0.0593869822485207
"7408","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR",0.0592094674556213
"7409","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","T","ML",0.0683266272189349
"7410","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","T","PM",0.0593207100591716
"7411","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","T","CB",0.0593207100591716
"7412","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","T","GR",0.0588899408284024
"7413","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML",0.0683266272189349
"7414","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM",0.0596970414201183
"7415","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB",0.0596970414201183
"7416","SELrank","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR",0.0591609467455621
"7417","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML",0.0189798816568047
"7418","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM",0.018992899408284
"7419","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB",0.018992899408284
"7420","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR",0.0190011834319527
"7421","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","T","ML",0.0189798816568047
"7422","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","T","PM",0.0190224852071006
"7423","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","T","CB",0.0190224852071006
"7424","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","T","GR",0.019010650887574
"7425","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML",0.0189798816568047
"7426","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM",0.0190295857988166
"7427","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB",0.0190295857988166
"7428","SELrank","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","GR",0.0190745562130178
"7429","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","Gaussian","ML",0.022287573964497
"7430","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","Gaussian","PM",0.0217502958579882
"7431","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","Gaussian","CB",0.0217502958579882
"7432","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","Gaussian","GR",0.0214130177514793
"7433","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","T","ML",0.022287573964497
"7434","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","T","PM",0.0216970414201183
"7435","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","T","CB",0.0216970414201183
"7436","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","T","GR",0.0213301775147929
"7437","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","DP-diffuse","ML",0.022287573964497
"7438","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","DP-diffuse","PM",0.021214201183432
"7439","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","DP-diffuse","CB",0.021214201183432
"7440","SELrank","Mixed","N = 25","ICC = 0.9","R = 5","DP-diffuse","GR",0.0209739644970414
"7441","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","Gaussian","ML",0.0258059171597633
"7442","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","Gaussian","PM",0.0243585798816568
"7443","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","Gaussian","CB",0.0243585798816568
"7444","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","Gaussian","GR",0.0234094674556213
"7445","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","T","ML",0.0258059171597633
"7446","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","T","PM",0.0239278106508876
"7447","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","T","CB",0.0239278106508876
"7448","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","T","GR",0.023214201183432
"7449","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","DP-diffuse","ML",0.0258059171597633
"7450","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","DP-diffuse","PM",0.0237301775147929
"7451","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","DP-diffuse","CB",0.0237301775147929
"7452","SELrank","Mixed","N = 25","ICC = 0.9","R = 10","DP-diffuse","GR",0.0228591715976331
"7453","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","Gaussian","ML",0.114539792387543
"7454","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","Gaussian","PM",0.114633141099577
"7455","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","Gaussian","CB",0.114633141099577
"7456","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","Gaussian","GR",0.11516216839677
"7457","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","T","ML",0.114539792387543
"7458","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","T","PM",0.114690811226451
"7459","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","T","CB",0.114690811226451
"7460","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","T","GR",0.115159554017686
"7461","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","DP-diffuse","ML",0.114539792387543
"7462","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","DP-diffuse","PM",0.114664359861592
"7463","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","DP-diffuse","CB",0.114664359861592
"7464","SELrank","Mixed","N = 50","ICC = 0.1","R = 1","DP-diffuse","GR",0.114644059976932
"7465","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","Gaussian","ML",0.117010226835832
"7466","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","Gaussian","PM",0.110029065743945
"7467","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","Gaussian","CB",0.110029065743945
"7468","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","Gaussian","GR",0.110531334102268
"7469","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","T","ML",0.117010226835832
"7470","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","T","PM",0.109856516724337
"7471","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","T","CB",0.109856516724337
"7472","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","T","GR",0.110059976931949
"7473","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","DP-diffuse","ML",0.117010226835832
"7474","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","DP-diffuse","PM",0.109567858515955
"7475","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","DP-diffuse","CB",0.109567858515955
"7476","SELrank","Mixed","N = 50","ICC = 0.1","R = 5","DP-diffuse","GR",0.109481122645136
"7477","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","Gaussian","ML",0.118267743175702
"7478","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","Gaussian","PM",0.105873279507882
"7479","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","Gaussian","CB",0.105873279507882
"7480","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","Gaussian","GR",0.106078585159554
"7481","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","T","ML",0.118267743175702
"7482","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","T","PM",0.106858746635909
"7483","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","T","CB",0.106858746635909
"7484","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","T","GR",0.106972087658593
"7485","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","DP-diffuse","ML",0.118267743175702
"7486","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","DP-diffuse","PM",0.106903960015379
"7487","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","DP-diffuse","CB",0.106903960015379
"7488","SELrank","Mixed","N = 50","ICC = 0.1","R = 10","DP-diffuse","GR",0.106573933102653
"7489","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","Gaussian","ML",0.0576252210688197
"7490","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","Gaussian","PM",0.057676585928489
"7491","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","Gaussian","CB",0.057676585928489
"7492","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","Gaussian","GR",0.0575278738946559
"7493","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","T","ML",0.0576252210688197
"7494","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","T","PM",0.0576971933871588
"7495","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","T","CB",0.0576971933871588
"7496","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","T","GR",0.0577467128027682
"7497","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","DP-diffuse","ML",0.0576252210688197
"7498","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","DP-diffuse","PM",0.0576304498269896
"7499","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","DP-diffuse","CB",0.0576304498269896
"7500","SELrank","Mixed","N = 50","ICC = 0.5","R = 1","DP-diffuse","GR",0.0576716647443291
"7501","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","Gaussian","ML",0.0624990388312188
"7502","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","Gaussian","PM",0.0566140715109573
"7503","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","Gaussian","CB",0.0566140715109573
"7504","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","Gaussian","GR",0.0564602845059592
"7505","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","T","ML",0.0624990388312188
"7506","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","T","PM",0.0566789696270665
"7507","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","T","CB",0.0566789696270665
"7508","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","T","GR",0.0564708958093041
"7509","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","DP-diffuse","ML",0.0624990388312188
"7510","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","DP-diffuse","PM",0.0568565936178393
"7511","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","DP-diffuse","CB",0.0568565936178393
"7512","SELrank","Mixed","N = 50","ICC = 0.5","R = 5","DP-diffuse","GR",0.0566016147635525
"7513","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","Gaussian","ML",0.0678715878508266
"7514","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","Gaussian","PM",0.0574658977316417
"7515","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","Gaussian","CB",0.0574658977316417
"7516","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","Gaussian","GR",0.0572745866974241
"7517","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","T","ML",0.0678715878508266
"7518","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","T","PM",0.0576244521337947
"7519","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","T","CB",0.0576244521337947
"7520","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","T","GR",0.0574034602076125
"7521","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","DP-diffuse","ML",0.0678715878508266
"7522","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","DP-diffuse","PM",0.0577127258746636
"7523","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","DP-diffuse","CB",0.0577127258746636
"7524","SELrank","Mixed","N = 50","ICC = 0.5","R = 10","DP-diffuse","GR",0.0574465205690119
"7525","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","Gaussian","ML",0.0189462514417532
"7526","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","Gaussian","PM",0.0189517877739331
"7527","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","Gaussian","CB",0.0189517877739331
"7528","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","Gaussian","GR",0.0189885428681276
"7529","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","T","ML",0.0189462514417532
"7530","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","T","PM",0.0189785467128028
"7531","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","T","CB",0.0189785467128028
"7532","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","T","GR",0.0190006920415225
"7533","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","DP-diffuse","ML",0.0189462514417532
"7534","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","DP-diffuse","PM",0.0189385620915033
"7535","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","DP-diffuse","CB",0.0189385620915033
"7536","SELrank","Mixed","N = 50","ICC = 0.9","R = 1","DP-diffuse","GR",0.018957170319108
"7537","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","Gaussian","ML",0.0228973471741638
"7538","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","Gaussian","PM",0.0218720492118416
"7539","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","Gaussian","CB",0.0218720492118416
"7540","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","Gaussian","GR",0.0214085351787774
"7541","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","T","ML",0.0228973471741638
"7542","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","T","PM",0.0217676278354479
"7543","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","T","CB",0.0217676278354479
"7544","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","T","GR",0.0213361014994233
"7545","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","DP-diffuse","ML",0.0228973471741638
"7546","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","DP-diffuse","PM",0.0212619761630142
"7547","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","DP-diffuse","CB",0.0212619761630142
"7548","SELrank","Mixed","N = 50","ICC = 0.9","R = 5","DP-diffuse","GR",0.0208975009611688
"7549","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","Gaussian","ML",0.0253302575932334
"7550","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","Gaussian","PM",0.0232845828527489
"7551","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","Gaussian","CB",0.0232845828527489
"7552","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","Gaussian","GR",0.0225325643983083
"7553","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","T","ML",0.0253302575932334
"7554","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","T","PM",0.0230103806228374
"7555","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","T","CB",0.0230103806228374
"7556","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","T","GR",0.0223550941945406
"7557","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","DP-diffuse","ML",0.0253302575932334
"7558","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","DP-diffuse","PM",0.0223924644367551
"7559","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","DP-diffuse","CB",0.0223924644367551
"7560","SELrank","Mixed","N = 50","ICC = 0.9","R = 10","DP-diffuse","GR",0.0219558631295656
"7561","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","Gaussian","ML",0.117118909910793
"7562","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","Gaussian","PM",0.117726673855504
"7563","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","Gaussian","CB",0.117726673855504
"7564","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","Gaussian","GR",0.118028075678855
"7565","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","T","ML",0.117118909910793
"7566","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","T","PM",0.117699852955593
"7567","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","T","CB",0.117699852955593
"7568","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","T","GR",0.118480090187237
"7569","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","DP-diffuse","ML",0.117118909910793
"7570","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","DP-diffuse","PM",0.11706091559651
"7571","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","DP-diffuse","CB",0.11706091559651
"7572","SELrank","Mixed","N = 100","ICC = 0.1","R = 1","DP-diffuse","GR",0.117084070189197
"7573","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","Gaussian","ML",0.120855582786001
"7574","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","Gaussian","PM",0.114526693461425
"7575","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","Gaussian","CB",0.114526693461425
"7576","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","Gaussian","GR",0.114701754729928
"7577","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","T","ML",0.120855582786001
"7578","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","T","PM",0.114254994608372
"7579","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","T","CB",0.114254994608372
"7580","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","T","GR",0.114603333006568
"7581","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","DP-diffuse","ML",0.120855582786001
"7582","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","DP-diffuse","PM",0.113938064895598
"7583","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","DP-diffuse","CB",0.113938064895598
"7584","SELrank","Mixed","N = 100","ICC = 0.1","R = 5","DP-diffuse","GR",0.113866738555044
"7585","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","Gaussian","ML",0.118906911087148
"7586","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","Gaussian","PM",0.106103950593079
"7587","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","Gaussian","CB",0.106103950593079
"7588","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","Gaussian","GR",0.106522478188413
"7589","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","T","ML",0.118906911087148
"7590","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","T","PM",0.10655772963435
"7591","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","T","CB",0.10655772963435
"7592","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","T","GR",0.106900088226644
"7593","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","DP-diffuse","ML",0.118906911087148
"7594","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","DP-diffuse","PM",0.10739623566317
"7595","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","DP-diffuse","CB",0.10739623566317
"7596","SELrank","Mixed","N = 100","ICC = 0.1","R = 10","DP-diffuse","GR",0.107174394667189
"7597","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","Gaussian","ML",0.0584292716400353
"7598","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","Gaussian","PM",0.0585090089206941
"7599","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","Gaussian","CB",0.0585090089206941
"7600","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","Gaussian","GR",0.0585363199686305
"7601","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","T","ML",0.0584292716400353
"7602","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","T","PM",0.0584972061562592
"7603","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","T","CB",0.0584972061562592
"7604","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","T","GR",0.0585257327712969
"7605","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","DP-diffuse","ML",0.0584292716400353
"7606","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","DP-diffuse","PM",0.0585045191647878
"7607","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","DP-diffuse","CB",0.0585045191647878
"7608","SELrank","Mixed","N = 100","ICC = 0.5","R = 1","DP-diffuse","GR",0.0585070091167533
"7609","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","Gaussian","ML",0.0647707871777277
"7610","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","Gaussian","PM",0.0587954122144888
"7611","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","Gaussian","CB",0.0587954122144888
"7612","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","Gaussian","GR",0.0587048720713656
"7613","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","T","ML",0.0647707871777277
"7614","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","T","PM",0.05876865013234
"7615","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","T","CB",0.05876865013234
"7616","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","T","GR",0.058634780903833
"7617","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","DP-diffuse","ML",0.0647707871777277
"7618","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","DP-diffuse","PM",0.0591253014410352
"7619","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","DP-diffuse","CB",0.0591253014410352
"7620","SELrank","Mixed","N = 100","ICC = 0.5","R = 5","DP-diffuse","GR",0.0589034408391334
"7621","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","Gaussian","ML",0.0690404470149985
"7622","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","Gaussian","PM",0.0589970002940888
"7623","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","Gaussian","CB",0.0589970002940888
"7624","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","Gaussian","GR",0.0587478482501716
"7625","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","T","ML",0.0690404470149985
"7626","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","T","PM",0.0589621409665719
"7627","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","T","CB",0.0589621409665719
"7628","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","T","GR",0.0586726203313401
"7629","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","DP-diffuse","ML",0.0690404470149985
"7630","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","DP-diffuse","PM",0.0591195569061857
"7631","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","DP-diffuse","CB",0.0591195569061857
"7632","SELrank","Mixed","N = 100","ICC = 0.5","R = 10","DP-diffuse","GR",0.0586029408881482
"7633","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","Gaussian","ML",0.0179397902166454
"7634","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","Gaussian","PM",0.0179414959317714
"7635","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","Gaussian","CB",0.0179414959317714
"7636","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","Gaussian","GR",0.017938927556122
"7637","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","T","ML",0.0179397902166454
"7638","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","T","PM",0.0179340652877169
"7639","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","T","CB",0.0179340652877169
"7640","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","T","GR",0.0179364179982355
"7641","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","DP-diffuse","ML",0.0179397902166454
"7642","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","DP-diffuse","PM",0.0179594353494755
"7643","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","DP-diffuse","CB",0.0179594353494755
"7644","SELrank","Mixed","N = 100","ICC = 0.9","R = 1","DP-diffuse","GR",0.0179632388981472
"7645","SELrank","Mixed","N = 100","ICC = 0.9","R = 5","Gaussian","ML",0.0213644544652485
"7646","SELrank","Mixed","N = 100","ICC = 0.9","R = 5","Gaussian","PM",0.020581786099402
"7647","SELrank","Mixed","N = 100","ICC = 0.9","R = 5","Gaussian","CB",0.020581786099402
