"","quantity","truth","N","ICC","rsr","assumed","estimator","value"
"2474","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","Gaussian","PM",0.00771786503577876
"2475","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","Gaussian","CB",0.00622392274805638
"2476","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","Gaussian","GR",0.00813000431856967
"2477","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","T","ML",0.00792952350276942
"2478","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","T","PM",0.00780867874929469
"2479","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","T","CB",0.00599495411472065
"2480","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","T","GR",0.00769127247270321
"2481","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","DP-diffuse","ML",0.00792952350276942
"2482","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","DP-diffuse","PM",0.00552224473401561
"2483","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","DP-diffuse","CB",0.00408208140795985
"2484","ISEL","Mixed","N = 100","ICC = 0.9","R = 10","DP-diffuse","GR",0.00372885007303798
"2485","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","Gaussian","ML",0.331657358238244
"2486","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","Gaussian","PM",0.201993173288461
"2487","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","Gaussian","CB",0.0795708477749687
"2488","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","Gaussian","GR",0.0916696561503911
"2489","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","T","ML",0.331657358238244
"2490","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","T","PM",0.200068079267862
"2491","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","T","CB",0.0773264937052297
"2492","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","T","GR",0.0900868418153725
"2493","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML",0.331657358238244
"2494","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM",0.125383103309696
"2495","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB",0.125374497569521
"2496","ISEL","Mixed","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR",0.121901781279141
"2497","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","Gaussian","ML",0.353490888526734
"2498","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","Gaussian","PM",0.180100743248156
"2499","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","Gaussian","CB",0.0794330041991325
"2500","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","Gaussian","GR",0.0849882188852011
"2501","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","T","ML",0.353490888526734
"2502","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","T","PM",0.17223354330131
"2503","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","T","CB",0.0676216090899277
"2504","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","T","GR",0.0738377967423032
"2505","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML",0.353490888526734
"2506","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM",0.133318089728279
"2507","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB",0.11290939115802
"2508","ISEL","Mixed","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR",0.1051881991089
"2509","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","Gaussian","ML",0.368511392161014
"2510","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","Gaussian","PM",0.150426125090869
"2511","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","Gaussian","CB",0.0600062286773467
"2512","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","Gaussian","GR",0.0577148070844123
"2513","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","T","ML",0.368511392161014
"2514","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","T","PM",0.148282844089133
"2515","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","T","CB",0.0583373674616027
"2516","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","T","GR",0.0566657975560272
"2517","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML",0.368511392161014
"2518","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM",0.118233271565766
"2519","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB",0.0884269933874103
"2520","ISEL","Mixed","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR",0.0818952762442323
"2521","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","Gaussian","ML",0.0409623203675425
"2522","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","Gaussian","PM",0.0405424174814303
"2523","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","Gaussian","CB",0.0214889708391425
"2524","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","Gaussian","GR",0.0279221343368911
"2525","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","T","ML",0.0409623203675425
"2526","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","T","PM",0.0447849775210953
"2527","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","T","CB",0.022081156250326
"2528","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","T","GR",0.0284075222566841
"2529","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML",0.0409623203675425
"2530","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","DP-diffuse","PM",0.0304430846340227
"2531","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","DP-diffuse","CB",0.0183485794402381
"2532","ISEL","Mixed","N = 200","ICC = 0.5","R = 1","DP-diffuse","GR",0.0223931873836605
"2533","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","Gaussian","ML",0.0482850976013412
"2534","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","Gaussian","PM",0.0363486065151951
"2535","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","Gaussian","CB",0.0188160633272719
"2536","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","Gaussian","GR",0.0239152761708652
"2537","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","T","ML",0.0482850976013412
"2538","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","T","PM",0.0378191640754146
"2539","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","T","CB",0.0181630760543089
"2540","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","T","GR",0.0231500172838049
"2541","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","DP-diffuse","ML",0.0482850976013412
"2542","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","DP-diffuse","PM",0.0270897452378994
"2543","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","DP-diffuse","CB",0.0144622743950122
"2544","ISEL","Mixed","N = 200","ICC = 0.5","R = 5","DP-diffuse","GR",0.0159390980448528
"2545","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","Gaussian","ML",0.0557676073487119
"2546","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","Gaussian","PM",0.0383859029653222
"2547","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","Gaussian","CB",0.0195339231289805
"2548","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","Gaussian","GR",0.0217341949902133
"2549","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","T","ML",0.0557676073487119
"2550","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","T","PM",0.0383127007646251
"2551","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","T","CB",0.0185194487177917
"2552","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","T","GR",0.0206974031272871
"2553","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","DP-diffuse","ML",0.0557676073487119
"2554","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM",0.0294503191783977
"2555","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB",0.0145760998922018
"2556","ISEL","Mixed","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR",0.0131678056483519
"2557","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","Gaussian","ML",0.00370405692183441
"2558","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","Gaussian","PM",0.00347799589634241
"2559","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","Gaussian","CB",0.00304242191591611
"2560","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","Gaussian","GR",0.0058041769692953
"2561","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","T","ML",0.00370405692183441
"2562","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","T","PM",0.00353756459613058
"2563","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","T","CB",0.00288004384936296
"2564","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","T","GR",0.00553297942319986
"2565","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML",0.00370405692183441
"2566","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM",0.00281164650944384
"2567","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB",0.00256797015626102
"2568","ISEL","Mixed","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR",0.00177778568804698
"2569","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","Gaussian","ML",0.00498203638036374
"2570","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","Gaussian","PM",0.00444043112928115
"2571","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","Gaussian","CB",0.00371081688820889
"2572","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","Gaussian","GR",0.00620599501547957
"2573","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","T","ML",0.00498203638036374
"2574","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","T","PM",0.00447411315219511
"2575","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","T","CB",0.00346376629026282
"2576","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","T","GR",0.00580954982201072
"2577","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML",0.00498203638036374
"2578","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM",0.00291202831176134
"2579","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB",0.00230018038982339
"2580","ISEL","Mixed","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR",0.00207760579933818
"2581","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","Gaussian","ML",0.00579604166912442
"2582","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","Gaussian","PM",0.00549477434866454
"2583","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","Gaussian","CB",0.00404738065919088
"2584","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","Gaussian","GR",0.00652227670441354
"2585","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","T","ML",0.00579604166912442
"2586","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","T","PM",0.00558194597390304
"2587","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","T","CB",0.00383586123015948
"2588","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","T","GR",0.00614557561419357
"2589","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML",0.00579604166912442
"2590","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM",0.00329411509704541
"2591","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB",0.00200777384194907
"2592","ISEL","Mixed","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR",0.00189681408377562
"2593","mean","Gaussian","N = 25","ICC = 0.1","R = 1","Gaussian","ML",0.0519091496931909
"2594","mean","Gaussian","N = 25","ICC = 0.1","R = 1","Gaussian","PM",0.0537446095984312
"2595","mean","Gaussian","N = 25","ICC = 0.1","R = 1","Gaussian","CB",0.0537446095984312
"2596","mean","Gaussian","N = 25","ICC = 0.1","R = 1","Gaussian","GR",0.0535606062480229
"2597","mean","Gaussian","N = 25","ICC = 0.1","R = 1","T","ML",0.0519091496931909
"2598","mean","Gaussian","N = 25","ICC = 0.1","R = 1","T","PM",0.0522806971803559
"2599","mean","Gaussian","N = 25","ICC = 0.1","R = 1","T","CB",0.0522806971803559
"2600","mean","Gaussian","N = 25","ICC = 0.1","R = 1","T","GR",0.0524051076565441
"2601","mean","Gaussian","N = 25","ICC = 0.1","R = 1","DP-diffuse","ML",0.0519091496931909
"2602","mean","Gaussian","N = 25","ICC = 0.1","R = 1","DP-diffuse","PM",0.0729527267587766
"2603","mean","Gaussian","N = 25","ICC = 0.1","R = 1","DP-diffuse","CB",0.0729527267587766
"2604","mean","Gaussian","N = 25","ICC = 0.1","R = 1","DP-diffuse","GR",0.0730426813461779
"2605","mean","Gaussian","N = 25","ICC = 0.1","R = 5","Gaussian","ML",-0.164594006508033
"2606","mean","Gaussian","N = 25","ICC = 0.1","R = 5","Gaussian","PM",-0.0632143817159079
"2607","mean","Gaussian","N = 25","ICC = 0.1","R = 5","Gaussian","CB",-0.0632143817159079
"2608","mean","Gaussian","N = 25","ICC = 0.1","R = 5","Gaussian","GR",-0.0630941917501663
"2609","mean","Gaussian","N = 25","ICC = 0.1","R = 5","T","ML",-0.164594006508033
"2610","mean","Gaussian","N = 25","ICC = 0.1","R = 5","T","PM",-0.0664492706237132
"2611","mean","Gaussian","N = 25","ICC = 0.1","R = 5","T","CB",-0.0664492706237132
"2612","mean","Gaussian","N = 25","ICC = 0.1","R = 5","T","GR",-0.066120204499318
"2613","mean","Gaussian","N = 25","ICC = 0.1","R = 5","DP-diffuse","ML",-0.164594006508033
"2614","mean","Gaussian","N = 25","ICC = 0.1","R = 5","DP-diffuse","PM",-0.081629386944644
"2615","mean","Gaussian","N = 25","ICC = 0.1","R = 5","DP-diffuse","CB",-0.081629386944644
"2616","mean","Gaussian","N = 25","ICC = 0.1","R = 5","DP-diffuse","GR",-0.0808844678100051
"2617","mean","Gaussian","N = 25","ICC = 0.1","R = 10","Gaussian","ML",-0.056427801208794
"2618","mean","Gaussian","N = 25","ICC = 0.1","R = 10","Gaussian","PM",-0.0376320330883866
"2619","mean","Gaussian","N = 25","ICC = 0.1","R = 10","Gaussian","CB",-0.0376320330883866
"2620","mean","Gaussian","N = 25","ICC = 0.1","R = 10","Gaussian","GR",-0.0374861578138123
"2621","mean","Gaussian","N = 25","ICC = 0.1","R = 10","T","ML",-0.056427801208794
"2622","mean","Gaussian","N = 25","ICC = 0.1","R = 10","T","PM",-0.0361920940897039
"2623","mean","Gaussian","N = 25","ICC = 0.1","R = 10","T","CB",-0.0361920940897039
"2624","mean","Gaussian","N = 25","ICC = 0.1","R = 10","T","GR",-0.035830877685187
"2625","mean","Gaussian","N = 25","ICC = 0.1","R = 10","DP-diffuse","ML",-0.056427801208794
"2626","mean","Gaussian","N = 25","ICC = 0.1","R = 10","DP-diffuse","PM",-0.0504491162115335
"2627","mean","Gaussian","N = 25","ICC = 0.1","R = 10","DP-diffuse","CB",-0.0504491162115335
"2628","mean","Gaussian","N = 25","ICC = 0.1","R = 10","DP-diffuse","GR",-0.0501248360505105
"2629","mean","Gaussian","N = 25","ICC = 0.5","R = 1","Gaussian","ML",-0.0129480549730695
"2630","mean","Gaussian","N = 25","ICC = 0.5","R = 1","Gaussian","PM",-0.0130907289713997
"2631","mean","Gaussian","N = 25","ICC = 0.5","R = 1","Gaussian","CB",-0.0130907289713997
"2632","mean","Gaussian","N = 25","ICC = 0.5","R = 1","Gaussian","GR",-0.0131656911805228
"2633","mean","Gaussian","N = 25","ICC = 0.5","R = 1","T","ML",-0.0129480549730695
"2634","mean","Gaussian","N = 25","ICC = 0.5","R = 1","T","PM",-0.0128406284466369
"2635","mean","Gaussian","N = 25","ICC = 0.5","R = 1","T","CB",-0.0128406284466369
"2636","mean","Gaussian","N = 25","ICC = 0.5","R = 1","T","GR",-0.0128660863770496
"2637","mean","Gaussian","N = 25","ICC = 0.5","R = 1","DP-diffuse","ML",-0.0129480549730695
"2638","mean","Gaussian","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM",-0.0138896694740888
"2639","mean","Gaussian","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB",-0.0138896694740888
"2640","mean","Gaussian","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR",-0.0140704024709464
"2641","mean","Gaussian","N = 25","ICC = 0.5","R = 5","Gaussian","ML",0.024791342450144
"2642","mean","Gaussian","N = 25","ICC = 0.5","R = 5","Gaussian","PM",0.0409658171014817
"2643","mean","Gaussian","N = 25","ICC = 0.5","R = 5","Gaussian","CB",0.0409658171014817
"2644","mean","Gaussian","N = 25","ICC = 0.5","R = 5","Gaussian","GR",0.040922644569499
"2645","mean","Gaussian","N = 25","ICC = 0.5","R = 5","T","ML",0.024791342450144
"2646","mean","Gaussian","N = 25","ICC = 0.5","R = 5","T","PM",0.0402755904125554
"2647","mean","Gaussian","N = 25","ICC = 0.5","R = 5","T","CB",0.0402755904125554
"2648","mean","Gaussian","N = 25","ICC = 0.5","R = 5","T","GR",0.0400549986432471
"2649","mean","Gaussian","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML",0.024791342450144
"2650","mean","Gaussian","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM",0.0396046170955322
"2651","mean","Gaussian","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB",0.0396046170955322
"2652","mean","Gaussian","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR",0.0394424943347126
"2653","mean","Gaussian","N = 25","ICC = 0.5","R = 10","Gaussian","ML",-0.00440716672340691
"2654","mean","Gaussian","N = 25","ICC = 0.5","R = 10","Gaussian","PM",0.00653225432544483
"2655","mean","Gaussian","N = 25","ICC = 0.5","R = 10","Gaussian","CB",0.00653225432544483
"2656","mean","Gaussian","N = 25","ICC = 0.5","R = 10","Gaussian","GR",0.00644440224277806
"2657","mean","Gaussian","N = 25","ICC = 0.5","R = 10","T","ML",-0.00440716672340691
"2658","mean","Gaussian","N = 25","ICC = 0.5","R = 10","T","PM",0.00681626185329496
"2659","mean","Gaussian","N = 25","ICC = 0.5","R = 10","T","CB",0.00681626185329496
"2660","mean","Gaussian","N = 25","ICC = 0.5","R = 10","T","GR",0.00670853265732645
"2661","mean","Gaussian","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML",-0.00440716672340691
"2662","mean","Gaussian","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM",0.00877436215863259
"2663","mean","Gaussian","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB",0.0087743621586326
"2664","mean","Gaussian","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR",0.0085993017456829
"2665","mean","Gaussian","N = 25","ICC = 0.9","R = 1","Gaussian","ML",-0.0263558123628816
"2666","mean","Gaussian","N = 25","ICC = 0.9","R = 1","Gaussian","PM",-0.0264872500909348
"2667","mean","Gaussian","N = 25","ICC = 0.9","R = 1","Gaussian","CB",-0.0264872500909348
"2668","mean","Gaussian","N = 25","ICC = 0.9","R = 1","Gaussian","GR",-0.0265093720555904
"2669","mean","Gaussian","N = 25","ICC = 0.9","R = 1","T","ML",-0.0263558123628816
"2670","mean","Gaussian","N = 25","ICC = 0.9","R = 1","T","PM",-0.0262022668961314
"2671","mean","Gaussian","N = 25","ICC = 0.9","R = 1","T","CB",-0.0262022668961314
"2672","mean","Gaussian","N = 25","ICC = 0.9","R = 1","T","GR",-0.0262290476680967
"2673","mean","Gaussian","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML",-0.0263558123628816
"2674","mean","Gaussian","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM",-0.0268715238998845
"2675","mean","Gaussian","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB",-0.0268715238998845
"2676","mean","Gaussian","N = 25","ICC = 0.9","R = 1","DP-diffuse","GR",-0.0269735344259665
"2677","mean","Gaussian","N = 25","ICC = 0.9","R = 5","Gaussian","ML",0.0354218605823816
"2678","mean","Gaussian","N = 25","ICC = 0.9","R = 5","Gaussian","PM",0.0324683888653883
"2679","mean","Gaussian","N = 25","ICC = 0.9","R = 5","Gaussian","CB",0.0324683888653883
"2680","mean","Gaussian","N = 25","ICC = 0.9","R = 5","Gaussian","GR",0.0322435075770743
"2681","mean","Gaussian","N = 25","ICC = 0.9","R = 5","T","ML",0.0354218605823816
"2682","mean","Gaussian","N = 25","ICC = 0.9","R = 5","T","PM",0.0324962129536238
"2683","mean","Gaussian","N = 25","ICC = 0.9","R = 5","T","CB",0.0324962129536238
"2684","mean","Gaussian","N = 25","ICC = 0.9","R = 5","T","GR",0.0322502708797011
"2685","mean","Gaussian","N = 25","ICC = 0.9","R = 5","DP-diffuse","ML",0.0354218605823816
"2686","mean","Gaussian","N = 25","ICC = 0.9","R = 5","DP-diffuse","PM",0.0318392579215831
"2687","mean","Gaussian","N = 25","ICC = 0.9","R = 5","DP-diffuse","CB",0.0318392579215831
"2688","mean","Gaussian","N = 25","ICC = 0.9","R = 5","DP-diffuse","GR",0.0314558226037435
"2689","mean","Gaussian","N = 25","ICC = 0.9","R = 10","Gaussian","ML",-0.00970309050603177
"2690","mean","Gaussian","N = 25","ICC = 0.9","R = 10","Gaussian","PM",-0.0133461888928383
"2691","mean","Gaussian","N = 25","ICC = 0.9","R = 10","Gaussian","CB",-0.0133461888928383
"2692","mean","Gaussian","N = 25","ICC = 0.9","R = 10","Gaussian","GR",-0.0135786334917099
"2693","mean","Gaussian","N = 25","ICC = 0.9","R = 10","T","ML",-0.00970309050603177
"2694","mean","Gaussian","N = 25","ICC = 0.9","R = 10","T","PM",-0.012764139144838
"2695","mean","Gaussian","N = 25","ICC = 0.9","R = 10","T","CB",-0.012764139144838
"2696","mean","Gaussian","N = 25","ICC = 0.9","R = 10","T","GR",-0.0129659969129468
"2697","mean","Gaussian","N = 25","ICC = 0.9","R = 10","DP-diffuse","ML",-0.00970309050603177
"2698","mean","Gaussian","N = 25","ICC = 0.9","R = 10","DP-diffuse","PM",-0.0157695792757493
"2699","mean","Gaussian","N = 25","ICC = 0.9","R = 10","DP-diffuse","CB",-0.0157695792757493
"2700","mean","Gaussian","N = 25","ICC = 0.9","R = 10","DP-diffuse","GR",-0.0161070253832192
"2701","mean","Gaussian","N = 50","ICC = 0.1","R = 1","Gaussian","ML",0.0275113676402438
"2702","mean","Gaussian","N = 50","ICC = 0.1","R = 1","Gaussian","PM",0.0267133755218687
"2703","mean","Gaussian","N = 50","ICC = 0.1","R = 1","Gaussian","CB",0.0267133755218687
"2704","mean","Gaussian","N = 50","ICC = 0.1","R = 1","Gaussian","GR",0.026782703251056
"2705","mean","Gaussian","N = 50","ICC = 0.1","R = 1","T","ML",0.0275113676402438
"2706","mean","Gaussian","N = 50","ICC = 0.1","R = 1","T","PM",0.0249337328581714
"2707","mean","Gaussian","N = 50","ICC = 0.1","R = 1","T","CB",0.0249337328581714
"2708","mean","Gaussian","N = 50","ICC = 0.1","R = 1","T","GR",0.0250876566825215
"2709","mean","Gaussian","N = 50","ICC = 0.1","R = 1","DP-diffuse","ML",0.0275113676402438
"2710","mean","Gaussian","N = 50","ICC = 0.1","R = 1","DP-diffuse","PM",0.0304149640082356
"2711","mean","Gaussian","N = 50","ICC = 0.1","R = 1","DP-diffuse","CB",0.0304149640082356
"2712","mean","Gaussian","N = 50","ICC = 0.1","R = 1","DP-diffuse","GR",0.0303467352565004
"2713","mean","Gaussian","N = 50","ICC = 0.1","R = 5","Gaussian","ML",-0.0238166929649658
"2714","mean","Gaussian","N = 50","ICC = 0.1","R = 5","Gaussian","PM",-0.0211796957756702
"2715","mean","Gaussian","N = 50","ICC = 0.1","R = 5","Gaussian","CB",-0.0211796957756702
"2716","mean","Gaussian","N = 50","ICC = 0.1","R = 5","Gaussian","GR",-0.0212079079948407
"2717","mean","Gaussian","N = 50","ICC = 0.1","R = 5","T","ML",-0.0238166929649658
"2718","mean","Gaussian","N = 50","ICC = 0.1","R = 5","T","PM",-0.0240269026793563
"2719","mean","Gaussian","N = 50","ICC = 0.1","R = 5","T","CB",-0.0240269026793563
"2720","mean","Gaussian","N = 50","ICC = 0.1","R = 5","T","GR",-0.0240307038500889
"2721","mean","Gaussian","N = 50","ICC = 0.1","R = 5","DP-diffuse","ML",-0.0238166929649658
"2722","mean","Gaussian","N = 50","ICC = 0.1","R = 5","DP-diffuse","PM",-0.0328452943094848
"2723","mean","Gaussian","N = 50","ICC = 0.1","R = 5","DP-diffuse","CB",-0.0328452943094848
"2724","mean","Gaussian","N = 50","ICC = 0.1","R = 5","DP-diffuse","GR",-0.0328946968248786
"2725","mean","Gaussian","N = 50","ICC = 0.1","R = 10","Gaussian","ML",0.0490880341976209
"2726","mean","Gaussian","N = 50","ICC = 0.1","R = 10","Gaussian","PM",0.00473422010666421
"2727","mean","Gaussian","N = 50","ICC = 0.1","R = 10","Gaussian","CB",0.00473422010666423
"2728","mean","Gaussian","N = 50","ICC = 0.1","R = 10","Gaussian","GR",0.00465021618537044
"2729","mean","Gaussian","N = 50","ICC = 0.1","R = 10","T","ML",0.0490880341976209
"2730","mean","Gaussian","N = 50","ICC = 0.1","R = 10","T","PM",0.00840911727567405
"2731","mean","Gaussian","N = 50","ICC = 0.1","R = 10","T","CB",0.00840911727567406
"2732","mean","Gaussian","N = 50","ICC = 0.1","R = 10","T","GR",0.00825767058797558
"2733","mean","Gaussian","N = 50","ICC = 0.1","R = 10","DP-diffuse","ML",0.0490880341976209
"2734","mean","Gaussian","N = 50","ICC = 0.1","R = 10","DP-diffuse","PM",0.00578479085914654
"2735","mean","Gaussian","N = 50","ICC = 0.1","R = 10","DP-diffuse","CB",0.00578479085914654
"2736","mean","Gaussian","N = 50","ICC = 0.1","R = 10","DP-diffuse","GR",0.00565410406730315
"2737","mean","Gaussian","N = 50","ICC = 0.5","R = 1","Gaussian","ML",0.00725557257431856
"2738","mean","Gaussian","N = 50","ICC = 0.5","R = 1","Gaussian","PM",0.00715209052802015
"2739","mean","Gaussian","N = 50","ICC = 0.5","R = 1","Gaussian","CB",0.00715209052802015
"2740","mean","Gaussian","N = 50","ICC = 0.5","R = 1","Gaussian","GR",0.00710048727114847
"2741","mean","Gaussian","N = 50","ICC = 0.5","R = 1","T","ML",0.00725557257431856
"2742","mean","Gaussian","N = 50","ICC = 0.5","R = 1","T","PM",0.00725762667505245
"2743","mean","Gaussian","N = 50","ICC = 0.5","R = 1","T","CB",0.00725762667505246
"2744","mean","Gaussian","N = 50","ICC = 0.5","R = 1","T","GR",0.00715013375908875
"2745","mean","Gaussian","N = 50","ICC = 0.5","R = 1","DP-diffuse","ML",0.00725557257431856
"2746","mean","Gaussian","N = 50","ICC = 0.5","R = 1","DP-diffuse","PM",0.0109137039558278
"2747","mean","Gaussian","N = 50","ICC = 0.5","R = 1","DP-diffuse","CB",0.0109137039558278
"2748","mean","Gaussian","N = 50","ICC = 0.5","R = 1","DP-diffuse","GR",0.010835896615216
"2749","mean","Gaussian","N = 50","ICC = 0.5","R = 5","Gaussian","ML",0.0319488627248749
"2750","mean","Gaussian","N = 50","ICC = 0.5","R = 5","Gaussian","PM",0.0156640964898698
"2751","mean","Gaussian","N = 50","ICC = 0.5","R = 5","Gaussian","CB",0.0156640964898698
"2752","mean","Gaussian","N = 50","ICC = 0.5","R = 5","Gaussian","GR",0.0155363250320603
"2753","mean","Gaussian","N = 50","ICC = 0.5","R = 5","T","ML",0.0319488627248749
