"","truth","N","ICC","rsr","assumed","estimator","tail_p","quantile","diff"
"8798","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","ML","0.9",0.8373,-0.0627
"8799","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","ML","0.95",0.866,-0.084
"8800","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM","0.05",0.00655,-0.04345
"8801","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM","0.1",0.0187,-0.0813
"8802","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM","0.25",0.09305,-0.15695
"8803","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM","0.5",0.3573,-0.1427
"8804","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM","0.75",0.88925,0.13925
"8805","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM","0.9",0.95545,0.05545
"8806","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","PM","0.95",0.9671,0.0171
"8807","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB","0.05",0.0452,-0.0048
"8808","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB","0.1",0.0842,-0.0158
"8809","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB","0.25",0.20385,-0.04615
"8810","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB","0.5",0.42695,-0.07305
"8811","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB","0.75",0.84305,0.09305
"8812","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB","0.9",0.92145,0.02145
"8813","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","CB","0.95",0.9384,-0.0116
"8814","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR","0.05",0.0581,0.0081
"8815","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR","0.1",0.09335,-0.00665
"8816","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR","0.25",0.20925,-0.04075
"8817","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR","0.5",0.43495,-0.06505
"8818","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR","0.75",0.81895,0.06895
"8819","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR","0.9",0.911700000000001,0.0117
"8820","ALD","N = 200","ICC = 0.5","R = 10","DP-diffuse","GR","0.95",0.93405,-0.01595
"8821","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","ML","0.05",0.0341,-0.0159
"8822","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","ML","0.1",0.0805,-0.0195
"8823","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","ML","0.25",0.22965,-0.02035
"8824","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","ML","0.5",0.4793,-0.0207
"8825","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","ML","0.75",0.8408,0.0908
"8826","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","ML","0.9",0.91725,0.01725
"8827","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","ML","0.95",0.93595,-0.01405
"8828","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","PM","0.05",0.015,-0.035
"8829","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","PM","0.1",0.04675,-0.05325
"8830","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","PM","0.25",0.18525,-0.06475
"8831","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","PM","0.5",0.46265,-0.03735
"8832","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","PM","0.75",0.85585,0.10585
"8833","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","PM","0.9",0.93085,0.03085
"8834","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","PM","0.95",0.94745,-0.00255
"8835","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","CB","0.05",0.02285,-0.02715
"8836","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","CB","0.1",0.06225,-0.03775
"8837","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","CB","0.25",0.2078,-0.0422
"8838","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","CB","0.5",0.4702,-0.0298
"8839","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","CB","0.75",0.84755,0.09755
"8840","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","CB","0.9",0.9244,0.0244
"8841","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","CB","0.95",0.9421,-0.0079
"8842","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","GR","0.05",0.04235,-0.00765
"8843","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","GR","0.1",0.0847,-0.0153
"8844","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","GR","0.25",0.21285,-0.03715
"8845","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","GR","0.5",0.44635,-0.05365
"8846","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","GR","0.75",0.8467,0.0967
"8847","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","GR","0.9",0.92625,0.02625
"8848","ALD","N = 200","ICC = 0.9","R = 1","Gaussian","GR","0.95",0.944200000000001,-0.0058
"8849","ALD","N = 200","ICC = 0.9","R = 1","T","ML","0.05",0.0341,-0.0159
"8850","ALD","N = 200","ICC = 0.9","R = 1","T","ML","0.1",0.0805,-0.0195
"8851","ALD","N = 200","ICC = 0.9","R = 1","T","ML","0.25",0.22965,-0.02035
"8852","ALD","N = 200","ICC = 0.9","R = 1","T","ML","0.5",0.4793,-0.0207
"8853","ALD","N = 200","ICC = 0.9","R = 1","T","ML","0.75",0.8408,0.0908
"8854","ALD","N = 200","ICC = 0.9","R = 1","T","ML","0.9",0.91725,0.01725
"8855","ALD","N = 200","ICC = 0.9","R = 1","T","ML","0.95",0.93595,-0.01405
"8856","ALD","N = 200","ICC = 0.9","R = 1","T","PM","0.05",0.0115,-0.0385
"8857","ALD","N = 200","ICC = 0.9","R = 1","T","PM","0.1",0.0396,-0.0604
"8858","ALD","N = 200","ICC = 0.9","R = 1","T","PM","0.25",0.17075,-0.07925
"8859","ALD","N = 200","ICC = 0.9","R = 1","T","PM","0.5",0.46175,-0.03825
"8860","ALD","N = 200","ICC = 0.9","R = 1","T","PM","0.75",0.8652,0.1152
"8861","ALD","N = 200","ICC = 0.9","R = 1","T","PM","0.9",0.9328,0.0328
"8862","ALD","N = 200","ICC = 0.9","R = 1","T","PM","0.95",0.94785,-0.00215
"8863","ALD","N = 200","ICC = 0.9","R = 1","T","CB","0.05",0.01785,-0.03215
"8864","ALD","N = 200","ICC = 0.9","R = 1","T","CB","0.1",0.05255,-0.04745
"8865","ALD","N = 200","ICC = 0.9","R = 1","T","CB","0.25",0.19215,-0.05785
"8866","ALD","N = 200","ICC = 0.9","R = 1","T","CB","0.5",0.46995,-0.03005
"8867","ALD","N = 200","ICC = 0.9","R = 1","T","CB","0.75",0.8574,0.1074
"8868","ALD","N = 200","ICC = 0.9","R = 1","T","CB","0.9",0.926699999999999,0.0267
"8869","ALD","N = 200","ICC = 0.9","R = 1","T","CB","0.95",0.94305,-0.00695
"8870","ALD","N = 200","ICC = 0.9","R = 1","T","GR","0.05",0.03675,-0.01325
"8871","ALD","N = 200","ICC = 0.9","R = 1","T","GR","0.1",0.07575,-0.02425
"8872","ALD","N = 200","ICC = 0.9","R = 1","T","GR","0.25",0.20025,-0.04975
"8873","ALD","N = 200","ICC = 0.9","R = 1","T","GR","0.5",0.44455,-0.05545
"8874","ALD","N = 200","ICC = 0.9","R = 1","T","GR","0.75",0.85575,0.10575
"8875","ALD","N = 200","ICC = 0.9","R = 1","T","GR","0.9",0.92835,0.02835
"8876","ALD","N = 200","ICC = 0.9","R = 1","T","GR","0.95",0.944900000000001,-0.0051
"8877","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML","0.05",0.0341,-0.0159
"8878","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML","0.1",0.0805,-0.0195
"8879","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML","0.25",0.22965,-0.02035
"8880","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML","0.5",0.4793,-0.0207
"8881","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML","0.75",0.8408,0.0908
"8882","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML","0.9",0.91725,0.01725
"8883","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","ML","0.95",0.93595,-0.01405
"8884","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM","0.05",0.0024,-0.0476
"8885","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM","0.1",0.00935,-0.09065
"8886","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM","0.25",0.1379,-0.1121
"8887","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM","0.5",0.51925,0.01925
"8888","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM","0.75",0.8544,0.1044
"8889","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM","0.9",0.9252,0.0252
"8890","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","PM","0.95",0.94235,-0.00765
"8891","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB","0.05",0.0029,-0.0471
"8892","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB","0.1",0.0148,-0.0852
"8893","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB","0.25",0.16675,-0.08325
"8894","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB","0.5",0.5262,0.0262
"8895","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB","0.75",0.84815,0.09815
"8896","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB","0.9",0.91975,0.01975
"8897","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","CB","0.95",0.937850000000001,-0.01215
"8898","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR","0.05",0.0128,-0.0372
"8899","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR","0.1",0.03485,-0.06515
"8900","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR","0.25",0.1886,-0.0614
"8901","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR","0.5",0.5023,0.0023
"8902","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR","0.75",0.84605,0.09605
"8903","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR","0.9",0.92075,0.02075
"8904","ALD","N = 200","ICC = 0.9","R = 1","DP-diffuse","GR","0.95",0.939300000000001,-0.0107
"8905","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","ML","0.05",0.0406,-0.0094
"8906","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","ML","0.1",0.08195,-0.01805
"8907","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","ML","0.25",0.2316,-0.0184
"8908","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","ML","0.5",0.476,-0.024
"8909","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","ML","0.75",0.83535,0.08535
"8910","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","ML","0.9",0.917050000000001,0.01705
"8911","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","ML","0.95",0.938,-0.012
"8912","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","PM","0.05",0.0132,-0.0368
"8913","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","PM","0.1",0.03985,-0.06015
"8914","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","PM","0.25",0.17785,-0.07215
"8915","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","PM","0.5",0.45125,-0.04875
"8916","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","PM","0.75",0.8616,0.1116
"8917","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","PM","0.9",0.938,0.038
"8918","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","PM","0.95",0.9545,0.0045
"8919","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","CB","0.05",0.02225,-0.02775
"8920","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","CB","0.1",0.05955,-0.04045
"8921","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","CB","0.25",0.2096,-0.0404
"8922","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","CB","0.5",0.46365,-0.03635
"8923","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","CB","0.75",0.851,0.101
"8924","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","CB","0.9",0.9289,0.0289
"8925","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","CB","0.95",0.94645,-0.00355
"8926","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","GR","0.05",0.0404,-0.0096
"8927","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","GR","0.1",0.0803,-0.0197
"8928","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","GR","0.25",0.2098,-0.0402
"8929","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","GR","0.5",0.44425,-0.05575
"8930","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","GR","0.75",0.84635,0.09635
"8931","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","GR","0.9",0.9306,0.0306
"8932","ALD","N = 200","ICC = 0.9","R = 5","Gaussian","GR","0.95",0.9492,-8e-04
"8933","ALD","N = 200","ICC = 0.9","R = 5","T","ML","0.05",0.0406,-0.0094
"8934","ALD","N = 200","ICC = 0.9","R = 5","T","ML","0.1",0.08195,-0.01805
"8935","ALD","N = 200","ICC = 0.9","R = 5","T","ML","0.25",0.2316,-0.0184
"8936","ALD","N = 200","ICC = 0.9","R = 5","T","ML","0.5",0.476,-0.024
"8937","ALD","N = 200","ICC = 0.9","R = 5","T","ML","0.75",0.83535,0.08535
"8938","ALD","N = 200","ICC = 0.9","R = 5","T","ML","0.9",0.917050000000001,0.01705
"8939","ALD","N = 200","ICC = 0.9","R = 5","T","ML","0.95",0.938,-0.012
"8940","ALD","N = 200","ICC = 0.9","R = 5","T","PM","0.05",0.01,-0.04
"8941","ALD","N = 200","ICC = 0.9","R = 5","T","PM","0.1",0.0332,-0.0668
"8942","ALD","N = 200","ICC = 0.9","R = 5","T","PM","0.25",0.1629,-0.0871
"8943","ALD","N = 200","ICC = 0.9","R = 5","T","PM","0.5",0.45225,-0.04775
"8944","ALD","N = 200","ICC = 0.9","R = 5","T","PM","0.75",0.87065,0.12065
"8945","ALD","N = 200","ICC = 0.9","R = 5","T","PM","0.9",0.939750000000001,0.03975
"8946","ALD","N = 200","ICC = 0.9","R = 5","T","PM","0.95",0.95435,0.00435
"8947","ALD","N = 200","ICC = 0.9","R = 5","T","CB","0.05",0.01675,-0.03325
"8948","ALD","N = 200","ICC = 0.9","R = 5","T","CB","0.1",0.0491,-0.0509
"8949","ALD","N = 200","ICC = 0.9","R = 5","T","CB","0.25",0.1919,-0.0581
"8950","ALD","N = 200","ICC = 0.9","R = 5","T","CB","0.5",0.46325,-0.03675
"8951","ALD","N = 200","ICC = 0.9","R = 5","T","CB","0.75",0.862,0.112
"8952","ALD","N = 200","ICC = 0.9","R = 5","T","CB","0.9",0.93285,0.03285
"8953","ALD","N = 200","ICC = 0.9","R = 5","T","CB","0.95",0.9474,-0.0026
"8954","ALD","N = 200","ICC = 0.9","R = 5","T","GR","0.05",0.03475,-0.01525
"8955","ALD","N = 200","ICC = 0.9","R = 5","T","GR","0.1",0.0707,-0.0293
"8956","ALD","N = 200","ICC = 0.9","R = 5","T","GR","0.25",0.19755,-0.05245
"8957","ALD","N = 200","ICC = 0.9","R = 5","T","GR","0.5",0.44335,-0.05665
"8958","ALD","N = 200","ICC = 0.9","R = 5","T","GR","0.75",0.8588,0.1088
"8959","ALD","N = 200","ICC = 0.9","R = 5","T","GR","0.9",0.9338,0.0338
"8960","ALD","N = 200","ICC = 0.9","R = 5","T","GR","0.95",0.9501,1e-04
"8961","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML","0.05",0.0406,-0.0094
"8962","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML","0.1",0.08195,-0.01805
"8963","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML","0.25",0.2316,-0.0184
"8964","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML","0.5",0.476,-0.024
"8965","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML","0.75",0.83535,0.08535
"8966","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML","0.9",0.917050000000001,0.01705
"8967","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","ML","0.95",0.938,-0.012
"8968","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM","0.05",0.0013,-0.0487
"8969","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM","0.1",0.0061,-0.0939
"8970","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM","0.25",0.13355,-0.11645
"8971","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM","0.5",0.50745,0.00745
"8972","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM","0.75",0.8595,0.1095
"8973","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM","0.9",0.93115,0.03115
"8974","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","PM","0.95",0.9484,-0.0016
"8975","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB","0.05",0.00245,-0.04755
"8976","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB","0.1",0.0111,-0.0889
"8977","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB","0.25",0.17195,-0.07805
"8978","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB","0.5",0.51715,0.01715
"8979","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB","0.75",0.8514,0.1014
"8980","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB","0.9",0.92215,0.02215
"8981","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","CB","0.95",0.9418,-0.0082
"8982","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR","0.05",0.00975000000000001,-0.04025
"8983","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR","0.1",0.02685,-0.07315
"8984","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR","0.25",0.19895,-0.05105
"8985","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR","0.5",0.49835,-0.00165
"8986","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR","0.75",0.84625,0.09625
"8987","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR","0.9",0.923300000000001,0.0233
"8988","ALD","N = 200","ICC = 0.9","R = 5","DP-diffuse","GR","0.95",0.942249999999999,-0.00775
"8989","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","ML","0.05",0.0518,0.0018
"8990","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","ML","0.1",0.09275,-0.00725
"8991","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","ML","0.25",0.24115,-0.00885
"8992","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","ML","0.5",0.47495,-0.02505
"8993","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","ML","0.75",0.8281,0.0781
"8994","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","ML","0.9",0.9099,0.0099
"8995","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","ML","0.95",0.929,-0.021
"8996","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","PM","0.05",0.01465,-0.03535
"8997","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","PM","0.1",0.03985,-0.06015
"8998","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","PM","0.25",0.1801,-0.0699
"8999","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","PM","0.5",0.44765,-0.05235
"9000","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","PM","0.75",0.8589,0.1089
"9001","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","PM","0.9",0.9344,0.0344
"9002","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","PM","0.95",0.9519,0.0019
"9003","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","CB","0.05",0.02615,-0.02385
"9004","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","CB","0.1",0.0634,-0.0366
"9005","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","CB","0.25",0.2164,-0.0336
"9006","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","CB","0.5",0.46055,-0.03945
"9007","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","CB","0.75",0.8462,0.0962
"9008","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","CB","0.9",0.9241,0.0241
"9009","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","CB","0.95",0.94175,-0.00825
"9010","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","GR","0.05",0.0459,-0.0041
"9011","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","GR","0.1",0.08305,-0.01695
"9012","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","GR","0.25",0.215,-0.035
"9013","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","GR","0.5",0.44465,-0.05535
"9014","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","GR","0.75",0.83935,0.08935
"9015","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","GR","0.9",0.925350000000001,0.02535
"9016","ALD","N = 200","ICC = 0.9","R = 10","Gaussian","GR","0.95",0.9447,-0.0053
"9017","ALD","N = 200","ICC = 0.9","R = 10","T","ML","0.05",0.0518,0.0018
"9018","ALD","N = 200","ICC = 0.9","R = 10","T","ML","0.1",0.09275,-0.00725
"9019","ALD","N = 200","ICC = 0.9","R = 10","T","ML","0.25",0.24115,-0.00885
"9020","ALD","N = 200","ICC = 0.9","R = 10","T","ML","0.5",0.47495,-0.02505
"9021","ALD","N = 200","ICC = 0.9","R = 10","T","ML","0.75",0.8281,0.0781
"9022","ALD","N = 200","ICC = 0.9","R = 10","T","ML","0.9",0.9099,0.0099
"9023","ALD","N = 200","ICC = 0.9","R = 10","T","ML","0.95",0.929,-0.021
"9024","ALD","N = 200","ICC = 0.9","R = 10","T","PM","0.05",0.0113,-0.0387
"9025","ALD","N = 200","ICC = 0.9","R = 10","T","PM","0.1",0.03315,-0.06685
"9026","ALD","N = 200","ICC = 0.9","R = 10","T","PM","0.25",0.1659,-0.0841
"9027","ALD","N = 200","ICC = 0.9","R = 10","T","PM","0.5",0.44805,-0.05195
"9028","ALD","N = 200","ICC = 0.9","R = 10","T","PM","0.75",0.8716,0.1216
"9029","ALD","N = 200","ICC = 0.9","R = 10","T","PM","0.9",0.9368,0.0368
"9030","ALD","N = 200","ICC = 0.9","R = 10","T","PM","0.95",0.95235,0.00235
"9031","ALD","N = 200","ICC = 0.9","R = 10","T","CB","0.05",0.0196,-0.0304
"9032","ALD","N = 200","ICC = 0.9","R = 10","T","CB","0.1",0.05215,-0.04785
"9033","ALD","N = 200","ICC = 0.9","R = 10","T","CB","0.25",0.19665,-0.05335
"9034","ALD","N = 200","ICC = 0.9","R = 10","T","CB","0.5",0.46185,-0.03815
"9035","ALD","N = 200","ICC = 0.9","R = 10","T","CB","0.75",0.86045,0.11045
"9036","ALD","N = 200","ICC = 0.9","R = 10","T","CB","0.9",0.9284,0.0284
"9037","ALD","N = 200","ICC = 0.9","R = 10","T","CB","0.95",0.944099999999999,-0.0059
"9038","ALD","N = 200","ICC = 0.9","R = 10","T","GR","0.05",0.03855,-0.01145
"9039","ALD","N = 200","ICC = 0.9","R = 10","T","GR","0.1",0.07265,-0.02735
"9040","ALD","N = 200","ICC = 0.9","R = 10","T","GR","0.25",0.20275,-0.04725
"9041","ALD","N = 200","ICC = 0.9","R = 10","T","GR","0.5",0.4448,-0.0552
"9042","ALD","N = 200","ICC = 0.9","R = 10","T","GR","0.75",0.8547,0.1047
"9043","ALD","N = 200","ICC = 0.9","R = 10","T","GR","0.9",0.9302,0.0302
"9044","ALD","N = 200","ICC = 0.9","R = 10","T","GR","0.95",0.9471,-0.0029
"9045","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML","0.05",0.0518,0.0018
"9046","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML","0.1",0.09275,-0.00725
"9047","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML","0.25",0.24115,-0.00885
"9048","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML","0.5",0.47495,-0.02505
"9049","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML","0.75",0.8281,0.0781
"9050","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML","0.9",0.9099,0.0099
"9051","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","ML","0.95",0.929,-0.021
"9052","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM","0.05",0.0014,-0.0486
"9053","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM","0.1",0.00585,-0.09415
"9054","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM","0.25",0.13635,-0.11365
"9055","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM","0.5",0.49445,-0.00555
"9056","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM","0.75",0.85835,0.10835
"9057","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM","0.9",0.92605,0.02605
"9058","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","PM","0.95",0.94335,-0.00665
"9059","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB","0.05",0.00265,-0.04735
"9060","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB","0.1",0.01205,-0.08795
"9061","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB","0.25",0.1826,-0.0674
"9062","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB","0.5",0.50765,0.00765
"9063","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB","0.75",0.8488,0.0988
"9064","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB","0.9",0.91745,0.01745
"9065","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","CB","0.95",0.93505,-0.01495
"9066","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR","0.05",0.0104,-0.0396
"9067","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR","0.1",0.0245,-0.0755
"9068","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR","0.25",0.21355,-0.03645
"9069","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR","0.5",0.4934,-0.0066
"9070","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR","0.75",0.84235,0.09235
"9071","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR","0.9",0.9175,0.0175
"9072","ALD","N = 200","ICC = 0.9","R = 10","DP-diffuse","GR","0.95",0.93655,-0.01345
"9073","Bimodal","N = 25","ICC = 0.1","R = 1","Gaussian","ML","0.05",0.3336,0.2836
"9074","Bimodal","N = 25","ICC = 0.1","R = 1","Gaussian","ML","0.1",0.354,0.254
