"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.022,-0.028
"2","PM",0.1,0.0436,-0.0564
"3","PM",0.25,0.126,-0.124
"4","PM",0.75,0.8516,0.1016
"5","PM",0.9,0.954,0.054
"6","PM",0.95,0.9816,0.0316
"7","CB",0.05,0.0488,-0.0012
"8","CB",0.1,0.0828,-0.0172
"9","CB",0.25,0.2052,-0.0448
"10","CB",0.75,0.7692,0.0192
"11","CB",0.9,0.9068,0.0068
"12","CB",0.95,0.9496,-4e-04
"13","GR",0.05,0.048,-0.002
"14","GR",0.1,0.082,-0.018
"15","GR",0.25,0.1948,-0.0552
"16","GR",0.75,0.7888,0.0388
"17","GR",0.9,0.9092,0.0092
"18","GR",0.95,0.9476,-0.0024
"19","ML",0.05,0.1204,0.0704
"20","ML",0.1,0.1756,0.0756
"21","ML",0.25,0.306,0.056
"22","ML",0.75,0.6804,-0.0696
"23","ML",0.9,0.8164,-0.0836
"24","ML",0.95,0.8776,-0.0724
