"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,8e-04
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0.0016
"[-4.08,-3.84)",0,4e-04,0,0.0012
"[-3.84,-3.6)",0,4e-04,0,0.0016
"[-3.6,-3.36)",0,8e-04,8e-04,0.0048
"[-3.36,-3.12)",8e-04,8e-04,8e-04,0.0044
"[-3.12,-2.88)",4e-04,0.0016,0.0024,0.0076
"[-2.88,-2.64)",4e-04,0.0024,0.002,0.0128
"[-2.64,-2.4)",0.0012,0.0048,0.006,0.0144
"[-2.4,-2.16)",0.0032,0.0092,0.0064,0.0196
"[-2.16,-1.92)",0.0036,0.0144,0.0116,0.0236
"[-1.92,-1.68)",0.0088,0.0128,0.0156,0.022
"[-1.68,-1.44)",0.0132,0.0204,0.0216,0.0352
"[-1.44,-1.2)",0.0176,0.0268,0.0272,0.0356
"[-1.2,-0.96)",0.024,0.0396,0.0392,0.048
"[-0.96,-0.72)",0.0456,0.0616,0.05,0.0648
"[-0.72,-0.48)",0.064,0.0856,0.0736,0.0628
"[-0.48,-0.24)",0.1312,0.0896,0.1008,0.0572
"[-0.24,0)",0.1756,0.1152,0.1288,0.0688
"[0,0.24)",0.1756,0.1176,0.13,0.0684
"[0.24,0.48)",0.1152,0.0988,0.106,0.0776
"[0.48,0.72)",0.0844,0.0796,0.0764,0.0552
"[0.72,0.96)",0.0508,0.072,0.0572,0.0516
"[0.96,1.2)",0.0332,0.0448,0.0388,0.0604
"[1.2,1.44)",0.0188,0.0264,0.0344,0.0432
"[1.44,1.68)",0.0148,0.0264,0.02,0.0368
"[1.68,1.92)",0.0068,0.0172,0.0196,0.0312
"[1.92,2.16)",0.0048,0.0132,0.0096,0.0248
"[2.16,2.4)",0.002,0.0056,0.0068,0.0164
"[2.4,2.64)",0.0016,0.0052,0.0084,0.0168
"[2.64,2.88)",8e-04,0.002,0.0012,0.0104
"[2.88,3.12)",8e-04,0.0016,0.0024,0.006
"[3.12,3.36)",0,0.0016,0.0012,0.0056
"[3.36,3.6)",4e-04,4e-04,8e-04,0.0024
"[3.6,3.84)",0,0,0,0.0028
"[3.84,4.08)",0,4e-04,0,0.0012
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,4e-04,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",4e-04,0,4e-04,4e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,0,0,0
