"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0.0016,8e-04,0.0088
"[-5.76,-5.52)",0,0.0012,8e-04,0.0048
"[-5.52,-5.28)",0,0.0012,4e-04,0.008
"[-5.28,-5.04)",0,8e-04,4e-04,0.0088
"[-5.04,-4.8)",4e-04,0.0016,0.0036,0.0148
"[-4.8,-4.56)",0,0.0032,0.0032,0.008
"[-4.56,-4.32)",4e-04,0.0024,0.0032,0.0116
"[-4.32,-4.08)",4e-04,0.0032,0.0032,0.0124
"[-4.08,-3.84)",8e-04,0.0044,0.008,0.016
"[-3.84,-3.6)",0,0.006,0.0072,0.016
"[-3.6,-3.36)",8e-04,0.0128,0.0092,0.0188
"[-3.36,-3.12)",0.0016,0.0124,0.0112,0.0196
"[-3.12,-2.88)",0.002,0.0164,0.0156,0.022
"[-2.88,-2.64)",0.0016,0.0172,0.0136,0.0184
"[-2.64,-2.4)",0.0084,0.0204,0.0212,0.0188
"[-2.4,-2.16)",0.0092,0.0256,0.0244,0.0216
"[-2.16,-1.92)",0.0208,0.0304,0.0288,0.0176
"[-1.92,-1.68)",0.038,0.0356,0.0304,0.0264
"[-1.68,-1.44)",0.048,0.0376,0.0396,0.0268
"[-1.44,-1.2)",0.0444,0.0448,0.0392,0.032
"[-1.2,-0.96)",0.064,0.0428,0.0444,0.0264
"[-0.96,-0.72)",0.062,0.0492,0.0512,0.0348
"[-0.72,-0.48)",0.0608,0.042,0.0468,0.0296
"[-0.48,-0.24)",0.074,0.056,0.0532,0.0336
"[-0.24,0)",0.0668,0.0508,0.054,0.0272
"[0,0.24)",0.0796,0.0448,0.052,0.0304
"[0.24,0.48)",0.074,0.0564,0.0536,0.0284
"[0.48,0.72)",0.084,0.0496,0.0484,0.0272
"[0.72,0.96)",0.0604,0.0432,0.0484,0.0252
"[0.96,1.2)",0.0664,0.0376,0.0436,0.0308
"[1.2,1.44)",0.0396,0.0376,0.0404,0.026
"[1.44,1.68)",0.0284,0.03,0.0328,0.0252
"[1.68,1.92)",0.0272,0.0276,0.0284,0.0232
"[1.92,2.16)",0.012,0.0252,0.0248,0.0172
"[2.16,2.4)",0.0084,0.0244,0.0216,0.0212
"[2.4,2.64)",0.0044,0.0224,0.0172,0.0188
"[2.64,2.88)",0.0048,0.0168,0.0144,0.018
"[2.88,3.12)",0.0028,0.0144,0.0112,0.0152
"[3.12,3.36)",0.0024,0.0076,0.012,0.0116
"[3.36,3.6)",4e-04,0.01,0.0064,0.0208
"[3.6,3.84)",0,0.0072,0.0072,0.0148
"[3.84,4.08)",0,0.004,0.0064,0.0132
"[4.08,4.32)",4e-04,0.006,0.0028,0.0096
"[4.32,4.56)",0,0.0056,0.0052,0.0136
"[4.56,4.8)",4e-04,0.0024,0.0012,0.0112
"[4.8,5.04)",0,0.002,0.0028,0.006
"[5.04,5.28)",0,0.0016,0.002,0.0076
"[5.28,5.52)",0,8e-04,0.0012,0.01
"[5.52,5.76)",0,4e-04,8e-04,0.0068
"[5.76,6)",0,8e-04,0,0.008
