"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.1708,0.1208
"2","PM",0.1,0.2156,0.1156
"3","PM",0.25,0.3104,0.0604
"4","PM",0.75,0.6312,-0.1188
"5","PM",0.9,0.9388,0.0388
"6","PM",0.95,0.972,0.022
"7","CB",0.05,0.2728,0.2228
"8","CB",0.1,0.3104,0.2104
"9","CB",0.25,0.3776,0.1276
"10","CB",0.75,0.5992,-0.1508
"11","CB",0.9,0.8204,-0.0796
"12","CB",0.95,0.8628,-0.0872
"13","GR",0.05,0.258,0.208
"14","GR",0.1,0.2988,0.1988
"15","GR",0.25,0.366,0.116
"16","GR",0.75,0.6008,-0.1492
"17","GR",0.9,0.8352,-0.0648
"18","GR",0.95,0.8768,-0.0732
"19","ML",0.05,0.3608,0.3108
"20","ML",0.1,0.3836,0.2836
"21","ML",0.25,0.43,0.18
"22","ML",0.75,0.568,-0.182
"23","ML",0.9,0.712,-0.188
"24","ML",0.95,0.7432,-0.2068
