"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",1e-04,1e-04,1e-04,0
"[-5.76,-5.52)",1e-04,0,1e-04,1e-04
"[-5.52,-5.28)",1e-04,1e-04,1e-04,1e-04
"[-5.28,-5.04)",0,1e-04,0,1e-04
"[-5.04,-4.8)",2e-04,5e-04,1e-04,5e-04
"[-4.8,-4.56)",4e-04,1e-04,5e-04,0
"[-4.56,-4.32)",2e-04,2e-04,2e-04,4e-04
"[-4.32,-4.08)",2e-04,5e-04,2e-04,4e-04
"[-4.08,-3.84)",4e-04,1e-04,4e-04,2e-04
"[-3.84,-3.6)",4e-04,4e-04,4e-04,3e-04
"[-3.6,-3.36)",2e-04,5e-04,2e-04,7e-04
"[-3.36,-3.12)",0.0011,0.0017,0.0012,0.0016
"[-3.12,-2.88)",0.0015,0.0014,0.0014,0.0017
"[-2.88,-2.64)",0.002,0.0025,0.0023,0.003
"[-2.64,-2.4)",0.0029,0.0032,0.0038,0.0037
"[-2.4,-2.16)",0.0047,0.0055,0.0058,0.0062
"[-2.16,-1.92)",0.0065,0.0083,0.0085,0.011
"[-1.92,-1.68)",0.0131,0.014,0.0132,0.0159
"[-1.68,-1.44)",0.0173,0.0191,0.0198,0.0199
"[-1.44,-1.2)",0.0236,0.0251,0.0302,0.0333
"[-1.2,-0.96)",0.0421,0.0431,0.0443,0.0485
"[-0.96,-0.72)",0.0649,0.0649,0.0636,0.0657
"[-0.72,-0.48)",0.086,0.0836,0.0832,0.0817
"[-0.48,-0.24)",0.1047,0.1041,0.1026,0.095
"[-0.24,0)",0.1239,0.1173,0.1134,0.1072
"[0,0.24)",0.123,0.117,0.1151,0.1044
"[0.24,0.48)",0.1085,0.1053,0.1029,0.0991
"[0.48,0.72)",0.0857,0.0847,0.0845,0.085
"[0.72,0.96)",0.0648,0.0657,0.0643,0.0634
"[0.96,1.2)",0.0394,0.0416,0.0444,0.0468
"[1.2,1.44)",0.0263,0.0267,0.0314,0.0326
"[1.44,1.68)",0.0197,0.0211,0.0203,0.0221
"[1.68,1.92)",0.0117,0.013,0.0147,0.0169
"[1.92,2.16)",0.0083,0.0099,0.0083,0.0107
"[2.16,2.4)",0.0051,0.0048,0.0062,0.0074
"[2.4,2.64)",0.0034,0.0049,0.004,0.0046
"[2.64,2.88)",0.0016,0.002,0.002,0.0025
"[2.88,3.12)",0.0013,0.0014,0.0016,0.0018
"[3.12,3.36)",0.0014,0.0015,0.0015,0.0014
"[3.36,3.6)",6e-04,8e-04,3e-04,8e-04
"[3.6,3.84)",3e-04,7e-04,6e-04,8e-04
"[3.84,4.08)",3e-04,1e-04,3e-04,1e-04
"[4.08,4.32)",3e-04,5e-04,3e-04,5e-04
"[4.32,4.56)",3e-04,1e-04,3e-04,3e-04
"[4.56,4.8)",2e-04,3e-04,2e-04,1e-04
"[4.8,5.04)",3e-04,4e-04,3e-04,4e-04
"[5.04,5.28)",0,1e-04,0,1e-04
"[5.28,5.52)",1e-04,0,1e-04,1e-04
"[5.52,5.76)",2e-04,1e-04,2e-04,0
"[5.76,6)",0,2e-04,0,2e-04
