"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",0,0,0,0.002
"[-5.04,-4.8)",0,0,0,0.0012
"[-4.8,-4.56)",0,0,0,0.0016
"[-4.56,-4.32)",0,8e-04,0,0.0016
"[-4.32,-4.08)",0,0,0,0.002
"[-4.08,-3.84)",0,8e-04,4e-04,0.002
"[-3.84,-3.6)",0,4e-04,0,0.0032
"[-3.6,-3.36)",4e-04,8e-04,0,0.0048
"[-3.36,-3.12)",4e-04,0,0.0024,0.0072
"[-3.12,-2.88)",8e-04,0.002,8e-04,0.01
"[-2.88,-2.64)",8e-04,0.0044,0.0028,0.0152
"[-2.64,-2.4)",8e-04,0.0052,0.0068,0.0168
"[-2.4,-2.16)",0.0024,0.0084,0.0096,0.0212
"[-2.16,-1.92)",0.004,0.014,0.0164,0.0236
"[-1.92,-1.68)",0.0096,0.0232,0.0184,0.0308
"[-1.68,-1.44)",0.0164,0.0316,0.0328,0.0364
"[-1.44,-1.2)",0.0324,0.042,0.0404,0.04
"[-1.2,-0.96)",0.0464,0.0544,0.0548,0.0504
"[-0.96,-0.72)",0.0672,0.07,0.0736,0.0516
"[-0.72,-0.48)",0.092,0.0872,0.0828,0.0712
"[-0.48,-0.24)",0.1356,0.0924,0.0952,0.0608
"[-0.24,0)",0.1368,0.0968,0.0924,0.0572
"[0,0.24)",0.1148,0.086,0.0908,0.0688
"[0.24,0.48)",0.1112,0.0848,0.0828,0.0636
"[0.48,0.72)",0.0756,0.068,0.0732,0.0552
"[0.72,0.96)",0.0648,0.06,0.0612,0.0528
"[0.96,1.2)",0.0376,0.0536,0.0516,0.0484
"[1.2,1.44)",0.0252,0.0348,0.0368,0.0368
"[1.44,1.68)",0.0116,0.03,0.026,0.0376
"[1.68,1.92)",0.0068,0.0188,0.0184,0.0212
"[1.92,2.16)",0.0028,0.0136,0.0136,0.022
"[2.16,2.4)",0.0016,0.0048,0.0076,0.0192
"[2.4,2.64)",8e-04,0.0048,0.004,0.018
"[2.64,2.88)",4e-04,0.0024,0.0024,0.012
"[2.88,3.12)",8e-04,0.002,0.0012,0.0068
"[3.12,3.36)",0,8e-04,4e-04,0.0052
"[3.36,3.6)",0,8e-04,4e-04,0.0052
"[3.6,3.84)",0,0,0,0.0056
"[3.84,4.08)",0,4e-04,0,0.0016
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,0,0,0.0016
"[4.56,4.8)",0,0,0,4e-04
"[4.8,5.04)",0,0,0,0.0012
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,0,0,8e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0.0016
