"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0212,-0.0288
"2","PM",0.1,0.0556,-0.0444
"3","PM",0.25,0.1928,-0.0572
"4","PM",0.75,0.8356,0.0856
"5","PM",0.9,0.9608,0.0608
"6","PM",0.95,0.986,0.036
"7","CB",0.05,0.0648,0.0148
"8","CB",0.1,0.1164,0.0164
"9","CB",0.25,0.27,0.02
"10","CB",0.75,0.766,0.016
"11","CB",0.9,0.8984,-0.0016
"12","CB",0.95,0.948,-0.002
"13","GR",0.05,0.0624,0.0124
"14","GR",0.1,0.114,0.014
"15","GR",0.25,0.2736,0.0236
"16","GR",0.75,0.7636,0.0136
"17","GR",0.9,0.903200000000001,0.0032
"18","GR",0.95,0.948,-0.002
"19","ML",0.05,0.1496,0.0996
"20","ML",0.1,0.2036,0.1036
"21","ML",0.25,0.3388,0.0888
"22","ML",0.75,0.6888,-0.0612
"23","ML",0.9,0.8124,-0.0876
"24","ML",0.95,0.8708,-0.0792
