"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0012
"[-5.76,-5.52)",0,0,0,8e-04
"[-5.52,-5.28)",0,0,0,0.0012
"[-5.28,-5.04)",0,0,0,0.0028
"[-5.04,-4.8)",0,0,0,8e-04
"[-4.8,-4.56)",0,0,0,0.004
"[-4.56,-4.32)",0,0,0,0.0024
"[-4.32,-4.08)",0,0,0,0.0032
"[-4.08,-3.84)",0,0,0,0.0024
"[-3.84,-3.6)",0,0,0,0.0044
"[-3.6,-3.36)",0,0,0,0.0076
"[-3.36,-3.12)",0,0,0,0.0068
"[-3.12,-2.88)",0,0.0012,4e-04,0.0068
"[-2.88,-2.64)",0,4e-04,0.0012,0.0084
"[-2.64,-2.4)",0,0.0016,0.0024,0.012
"[-2.4,-2.16)",4e-04,0.0056,0.0056,0.0164
"[-2.16,-1.92)",0.0012,0.0088,0.0072,0.022
"[-1.92,-1.68)",0.0036,0.0148,0.0172,0.0252
"[-1.68,-1.44)",0.0084,0.0228,0.0244,0.0272
"[-1.44,-1.2)",0.0196,0.0348,0.0364,0.0412
"[-1.2,-0.96)",0.036,0.0592,0.0548,0.0544
"[-0.96,-0.72)",0.058,0.0836,0.078,0.0636
"[-0.72,-0.48)",0.1248,0.1072,0.11,0.0752
"[-0.48,-0.24)",0.1568,0.1016,0.1148,0.0752
"[-0.24,0)",0.142,0.1128,0.1028,0.064
"[0,0.24)",0.1376,0.1052,0.092,0.064
"[0.24,0.48)",0.0916,0.0704,0.0688,0.0664
"[0.48,0.72)",0.0608,0.0568,0.058,0.0452
"[0.72,0.96)",0.0456,0.048,0.0448,0.0372
"[0.96,1.2)",0.0272,0.0384,0.0344,0.0344
"[1.2,1.44)",0.0228,0.0232,0.0336,0.0256
"[1.44,1.68)",0.0236,0.02,0.0304,0.0292
"[1.68,1.92)",0.0184,0.0144,0.0292,0.0316
"[1.92,2.16)",0.0084,0.0184,0.0188,0.026
"[2.16,2.4)",0.0052,0.0184,0.0156,0.0216
"[2.4,2.64)",0.0044,0.01,0.0088,0.0204
"[2.64,2.88)",0.002,0.0084,0.0056,0.0144
"[2.88,3.12)",0.0012,0.006,8e-04,0.0116
"[3.12,3.36)",0,0.004,0.0032,0.0068
"[3.36,3.6)",4e-04,0.0016,4e-04,0.0036
"[3.6,3.84)",0,0.0012,0,0.0052
"[3.84,4.08)",0,4e-04,4e-04,0.0028
"[4.08,4.32)",0,8e-04,0,0.0032
"[4.32,4.56)",0,0,0,0.0028
"[4.56,4.8)",0,0,0,0.002
"[4.8,5.04)",0,0,0,0.0032
"[5.04,5.28)",0,0,0,0.0032
"[5.28,5.52)",0,0,0,0.0016
"[5.52,5.76)",0,0,0,0.002
"[5.76,6)",0,0,0,4e-04
