"","quantity","estimator","value"
"1","mean","PM",0.0183865256395392
"2","mean","CB",0.0183865256395392
"3","mean","GR",0.0191748021573386
"4","mean","ML",0.00810217604679271
"5","var","PM",0.526035686389097
"6","var","CB",1.07349361212375
"7","var","GR",1.0205104634074
"8","var","ML",3.27173450467521
"9","var","true",1.00038124195246
"10","SSEL","PM",0.545015136934894
"11","SSEL","CB",0.648900708424387
"12","SSEL","GR",0.664143032264364
"13","SSEL","ML",2.38336567923399
"14","WSSEL","PM",13.6253784233724
"15","WSSEL","CB",16.2225177106097
"16","WSSEL","GR",16.6035758066091
"17","WSSEL","ML",59.5841419808498
"18","ISEL","PM",0.0602329810800558
"19","ISEL","CB",0.0403964914689223
"20","ISEL","GR",0.0337593638410535
"21","ISEL","ML",0.0816454144229396
"22","SELrank","PM",0.0591337278106509
"23","SELrank","CB",0.0591337278106509
"24","SELrank","GR",0.0581881656804734
"25","SELrank","ML",0.0712260355029586
