"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0036
"[-5.76,-5.52)",0,8e-04,8e-04,0.006
"[-5.52,-5.28)",0,4e-04,0,0.008
"[-5.28,-5.04)",0,0,0,0.0064
"[-5.04,-4.8)",0,4e-04,8e-04,0.0072
"[-4.8,-4.56)",0,8e-04,0.0012,0.01
"[-4.56,-4.32)",8e-04,0,4e-04,0.0104
"[-4.32,-4.08)",0,0,0.0016,0.0152
"[-4.08,-3.84)",0,0.0024,0.0024,0.014
"[-3.84,-3.6)",8e-04,0.0032,0.0028,0.0144
"[-3.6,-3.36)",8e-04,0.0032,0.002,0.0144
"[-3.36,-3.12)",8e-04,0.0032,0.0052,0.0152
"[-3.12,-2.88)",0,0.008,0.0044,0.0248
"[-2.88,-2.64)",8e-04,0.0076,0.006,0.02
"[-2.64,-2.4)",4e-04,0.0156,0.0068,0.0196
"[-2.4,-2.16)",0.0024,0.008,0.0096,0.0184
"[-2.16,-1.92)",0.0012,0.012,0.0136,0.026
"[-1.92,-1.68)",0.0084,0.0296,0.0204,0.022
"[-1.68,-1.44)",0.0096,0.0308,0.0296,0.0204
"[-1.44,-1.2)",0.018,0.0396,0.034,0.0332
"[-1.2,-0.96)",0.0416,0.0416,0.048,0.0276
"[-0.96,-0.72)",0.0628,0.0624,0.0592,0.0304
"[-0.72,-0.48)",0.0824,0.058,0.07,0.0288
"[-0.48,-0.24)",0.1072,0.07,0.0772,0.0224
"[-0.24,0)",0.1252,0.0808,0.0868,0.0292
"[0,0.24)",0.158,0.0736,0.0828,0.03
"[0.24,0.48)",0.1112,0.0788,0.082,0.0312
"[0.48,0.72)",0.1012,0.0652,0.0744,0.0252
"[0.72,0.96)",0.0664,0.0616,0.0644,0.03
"[0.96,1.2)",0.0416,0.06,0.0508,0.026
"[1.2,1.44)",0.0248,0.0444,0.0384,0.022
"[1.44,1.68)",0.0084,0.0364,0.0304,0.0268
"[1.68,1.92)",0.0096,0.0224,0.0244,0.022
"[1.92,2.16)",0.0052,0.0188,0.018,0.0224
"[2.16,2.4)",0.0048,0.0144,0.0096,0.036
"[2.4,2.64)",4e-04,0.0108,0.0084,0.022
"[2.64,2.88)",0.0012,0.0056,0.0076,0.0172
"[2.88,3.12)",8e-04,0.0076,0.0056,0.0176
"[3.12,3.36)",8e-04,0.0056,0.0048,0.02
"[3.36,3.6)",8e-04,0.0028,0.0052,0.0176
"[3.6,3.84)",0,0.0028,0.0012,0.0196
"[3.84,4.08)",0,0.0024,0.0012,0.0152
"[4.08,4.32)",4e-04,0.0012,0.0016,0.0132
"[4.32,4.56)",4e-04,0.0012,8e-04,0.0076
"[4.56,4.8)",0,0,4e-04,0.012
"[4.8,5.04)",0,8e-04,8e-04,0.01
"[5.04,5.28)",0,4e-04,8e-04,0.0088
"[5.28,5.52)",0,4e-04,4e-04,0.0072
"[5.52,5.76)",0,4e-04,4e-04,0.008
"[5.76,6)",4e-04,0,0,0.0056
