"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0408,-0.0092
"2","PM",0.1,0.072,-0.028
"3","PM",0.25,0.158,-0.092
"4","PM",0.75,0.6852,-0.0648
"5","PM",0.9,0.9752,0.0752
"6","PM",0.95,0.988,0.038
"7","CB",0.05,0.1628,0.1128
"8","CB",0.1,0.1956,0.0956
"9","CB",0.25,0.2808,0.0308
"10","CB",0.75,0.5992,-0.1508
"11","CB",0.9,0.9036,0.0036
"12","CB",0.95,0.937599999999999,-0.0124
"13","GR",0.05,0.1388,0.0888
"14","GR",0.1,0.1748,0.0748
"15","GR",0.25,0.2588,0.0088
"16","GR",0.75,0.6176,-0.1324
"17","GR",0.9,0.9084,0.0084
"18","GR",0.95,0.943199999999999,-0.0068
"19","ML",0.05,0.3468,0.2968
"20","ML",0.1,0.3728,0.2728
"21","ML",0.25,0.414,0.164
"22","ML",0.75,0.5384,-0.2116
"23","ML",0.9,0.6828,-0.2172
"24","ML",0.95,0.7156,-0.2344
