"","quantity","estimator","value"
"1","mean","PM",0.0208341266434387
"2","mean","CB",0.0208341266434387
"3","mean","GR",0.0207302378546632
"4","mean","ML",0.0196292463949898
"5","var","PM",0.713942415054732
"6","var","CB",1.00205523281531
"7","var","GR",0.98744726046465
"8","var","ML",1.47005446900133
"9","var","true",1.00201481769146
"10","SSEL","PM",0.293109608347753
"11","SSEL","CB",0.314864707607481
"12","SSEL","GR",0.320094926634654
"13","SSEL","ML",0.475743762943743
"14","WSSEL","PM",14.6554804173877
"15","WSSEL","CB",15.7432353803741
"16","WSSEL","GR",16.0047463317327
"17","WSSEL","ML",23.7871881471872
"18","ISEL","PM",0.0167641957165412
"19","ISEL","CB",0.0117382445915258
"20","ISEL","GR",0.00832778522299719
"21","ISEL","ML",0.0143689780142398
"22","SELrank","PM",0.0281484044598231
"23","SELrank","CB",0.0281484044598231
"24","SELrank","GR",0.0279311034217609
"25","SELrank","ML",0.0306620530565167
