"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,2e-04,0,0.0056
"[-5.76,-5.52)",0,0,2e-04,0.006
"[-5.52,-5.28)",0,4e-04,0,0.007
"[-5.28,-5.04)",0,4e-04,6e-04,0.0072
"[-5.04,-4.8)",0,4e-04,4e-04,0.0098
"[-4.8,-4.56)",0,0.0014,0.0016,0.008
"[-4.56,-4.32)",2e-04,0.001,0.0028,0.0092
"[-4.32,-4.08)",2e-04,0.0024,0.0018,0.0104
"[-4.08,-3.84)",0,0.0028,0.0048,0.0126
"[-3.84,-3.6)",0,0.004,0.004,0.0128
"[-3.6,-3.36)",0,0.0072,0.0062,0.0112
"[-3.36,-3.12)",2e-04,0.0088,0.0082,0.0162
"[-3.12,-2.88)",6e-04,0.011,0.0102,0.0182
"[-2.88,-2.64)",2e-04,0.0124,0.0128,0.0184
"[-2.64,-2.4)",0.0016,0.0154,0.0176,0.0184
"[-2.4,-2.16)",0.0024,0.0252,0.021,0.0244
"[-2.16,-1.92)",0.0046,0.028,0.0262,0.0232
"[-1.92,-1.68)",0.013,0.0328,0.032,0.029
"[-1.68,-1.44)",0.0274,0.0392,0.0388,0.0286
"[-1.44,-1.2)",0.0436,0.0456,0.0456,0.0262
"[-1.2,-0.96)",0.0716,0.0512,0.0528,0.0276
"[-0.96,-0.72)",0.0892,0.0604,0.0578,0.029
"[-0.72,-0.48)",0.1088,0.0636,0.062,0.0322
"[-0.48,-0.24)",0.107,0.0636,0.0654,0.0288
"[-0.24,0)",0.1086,0.0678,0.068,0.0278
"[0,0.24)",0.0994,0.0634,0.0668,0.0284
"[0.24,0.48)",0.0884,0.0602,0.0622,0.0298
"[0.48,0.72)",0.0798,0.0524,0.055,0.0306
"[0.72,0.96)",0.0572,0.0536,0.0502,0.0304
"[0.96,1.2)",0.042,0.0406,0.0436,0.031
"[1.2,1.44)",0.0272,0.0372,0.0374,0.0236
"[1.44,1.68)",0.012,0.0254,0.0312,0.0232
"[1.68,1.92)",0.0068,0.028,0.0242,0.0222
"[1.92,2.16)",0.0026,0.0218,0.0208,0.0206
"[2.16,2.4)",0.0024,0.018,0.0158,0.02
"[2.4,2.64)",0.0014,0.0138,0.0124,0.024
"[2.64,2.88)",6e-04,0.0112,0.01,0.0204
"[2.88,3.12)",8e-04,0.0062,0.006,0.0156
"[3.12,3.36)",0,0.0074,0.0082,0.0158
"[3.36,3.6)",2e-04,0.0044,0.005,0.0126
"[3.6,3.84)",0,0.002,0.0028,0.0114
"[3.84,4.08)",0,0.001,0.0026,0.0098
"[4.08,4.32)",0,0.002,0.001,0.0074
"[4.32,4.56)",0,0.0014,0.0018,0.0104
"[4.56,4.8)",0,0.0018,0.0016,0.0086
"[4.8,5.04)",0,2e-04,2e-04,0.0068
"[5.04,5.28)",0,4e-04,0,0.007
"[5.28,5.52)",0,4e-04,0,0.0054
"[5.52,5.76)",0,6e-04,2e-04,0.0052
"[5.76,6)",0,6e-04,0,0.0046
