"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0862,0.0362
"2","PM",0.1,0.1442,0.0442
"3","PM",0.25,0.271,0.021
"4","PM",0.75,0.7358,-0.0142
"5","PM",0.9,0.9858,0.0858
"6","PM",0.95,0.9946,0.0446
"7","CB",0.05,0.2318,0.1818
"8","CB",0.1,0.2766,0.1766
"9","CB",0.25,0.3628,0.1128
"10","CB",0.75,0.6474,-0.1026
"11","CB",0.9,0.8804,-0.0196
"12","CB",0.95,0.9202,-0.0298
"13","GR",0.05,0.2276,0.1776
"14","GR",0.1,0.2706,0.1706
"15","GR",0.25,0.3556,0.1056
"16","GR",0.75,0.6446,-0.1054
"17","GR",0.9,0.89,-0.01
"18","GR",0.95,0.924199999999999,-0.0258
"19","ML",0.05,0.3616,0.3116
"20","ML",0.1,0.3854,0.2854
"21","ML",0.25,0.429,0.179
"22","ML",0.75,0.5592,-0.1908
"23","ML",0.9,0.7102,-0.1898
"24","ML",0.95,0.7428,-0.2072
