"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0972,0.0472
"2","PM",0.1,0.1358,0.0358
"3","PM",0.25,0.2288,-0.0212
"4","PM",0.75,0.6304,-0.1196
"5","PM",0.9,0.963,0.063
"6","PM",0.95,0.986,0.036
"7","CB",0.05,0.2322,0.1822
"8","CB",0.1,0.2694,0.1694
"9","CB",0.25,0.3394,0.0894
"10","CB",0.75,0.5792,-0.1708
"11","CB",0.9,0.824,-0.076
"12","CB",0.95,0.871,-0.079
"13","GR",0.05,0.2244,0.1744
"14","GR",0.1,0.2604,0.1604
"15","GR",0.25,0.3326,0.0826
"16","GR",0.75,0.5832,-0.1668
"17","GR",0.9,0.8348,-0.0652
"18","GR",0.95,0.8792,-0.0708
"19","ML",0.05,0.351,0.301
"20","ML",0.1,0.3722,0.2722
"21","ML",0.25,0.4114,0.1614
"22","ML",0.75,0.5426,-0.2074
"23","ML",0.9,0.6866,-0.2134
"24","ML",0.95,0.7248,-0.2252
