"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,6e-04,0.0052
"[-5.76,-5.52)",0,8e-04,4e-04,0.0066
"[-5.52,-5.28)",0,2e-04,8e-04,0.007
"[-5.28,-5.04)",0,8e-04,8e-04,0.0092
"[-5.04,-4.8)",0,0.0026,0.0018,0.0086
"[-4.8,-4.56)",2e-04,0.0016,0.002,0.0098
"[-4.56,-4.32)",4e-04,0.0016,0.003,0.01
"[-4.32,-4.08)",0,0.0032,0.004,0.0116
"[-4.08,-3.84)",0,0.005,0.004,0.014
"[-3.84,-3.6)",0,0.005,0.0054,0.015
"[-3.6,-3.36)",4e-04,0.0086,0.0078,0.0212
"[-3.36,-3.12)",6e-04,0.0112,0.0092,0.0164
"[-3.12,-2.88)",0.0012,0.0102,0.012,0.0188
"[-2.88,-2.64)",0.0012,0.015,0.012,0.021
"[-2.64,-2.4)",0.0028,0.0182,0.0184,0.0188
"[-2.4,-2.16)",0.0062,0.0216,0.0202,0.0266
"[-2.16,-1.92)",0.0094,0.026,0.0252,0.0164
"[-1.92,-1.68)",0.0162,0.0304,0.03,0.0254
"[-1.68,-1.44)",0.0248,0.034,0.0334,0.0302
"[-1.44,-1.2)",0.039,0.0408,0.0382,0.0248
"[-1.2,-0.96)",0.0498,0.0454,0.0448,0.0256
"[-0.96,-0.72)",0.0662,0.048,0.0494,0.0272
"[-0.72,-0.48)",0.0728,0.0508,0.053,0.0298
"[-0.48,-0.24)",0.0888,0.0518,0.056,0.025
"[-0.24,0)",0.0942,0.0562,0.0568,0.0338
"[0,0.24)",0.098,0.0516,0.059,0.0304
"[0.24,0.48)",0.1024,0.06,0.0558,0.0284
"[0.48,0.72)",0.0876,0.0486,0.0546,0.0276
"[0.72,0.96)",0.0702,0.052,0.0492,0.0246
"[0.96,1.2)",0.0544,0.0374,0.0468,0.0274
"[1.2,1.44)",0.0458,0.043,0.0414,0.027
"[1.44,1.68)",0.0274,0.0376,0.0356,0.023
"[1.68,1.92)",0.0198,0.0354,0.0302,0.0256
"[1.92,2.16)",0.0084,0.026,0.0272,0.0266
"[2.16,2.4)",0.005,0.0246,0.0222,0.0252
"[2.4,2.64)",0.0034,0.0242,0.0194,0.0222
"[2.64,2.88)",0.0018,0.0142,0.0154,0.0202
"[2.88,3.12)",4e-04,0.014,0.0114,0.017
"[3.12,3.36)",4e-04,0.0112,0.0096,0.0178
"[3.36,3.6)",6e-04,0.0072,0.0086,0.0176
"[3.6,3.84)",2e-04,0.0076,0.0056,0.0138
"[3.84,4.08)",0,0.0048,0.004,0.016
"[4.08,4.32)",0,0.0028,0.0048,0.0164
"[4.32,4.56)",0,0.0024,0.0022,0.0104
"[4.56,4.8)",0,0.0012,0.0026,0.0116
"[4.8,5.04)",0,0.001,0.002,0.0106
"[5.04,5.28)",0,0.0014,0.0016,0.0104
"[5.28,5.52)",0,6e-04,2e-04,0.0066
"[5.52,5.76)",0,4e-04,2e-04,0.006
"[5.76,6)",0,0,2e-04,0.0082
